"","Target","ResponseId","PROLIFIC_PID","ranking_1","ranking_2","ranking_3","ranking_4","ranking_5","ranking_6","ranking_7","ranking_8","ranking_9","ranking_10","Condition","gender","age","ethnicity","education","name","Advice","url.0.URL","url.1.URL","url.2.URL","url.3.URL","url.4.URL","url.5.URL","url.6.URL","url.7.URL","url.8.URL","url.9.URL","finalRank"
"242","F_2y0ZAHSnXimOSw1","R_sNHWGCIBDEbsRnb","613e9daebfabcfec5f0ce278","5","1","2","9","7","3","4","10","8","6","Likable","Female",30,"Black or African American","Bachelor’s degree","5_advice",5,"F_3JlAQMDyJYDbkEt","F_2zAMGyWpLKzIKIZ","F_3G0xHm2ntQIYLtA","F_3D2qhuNcusWIpF0","F_2y0ZAHSnXimOSw1","F_3CNjf3SLA9bSheU","F_3FLPTD3bNguBklU","F_3FLJxK0EXQwispy","F_3ESy6vi6DegIdJX","F_3HudzLjXZAzWqJw",5
"243","F_2zAMGyWpLKzIKIZ","R_2OUO5CteQrk44R5","56b8de29e1d0a200051517f8","7","6","9","10","8","2","5","3","1","4","Likable","Female",41,"Asian","Bachelor’s degree","1_advice",5,"F_2zAMGyWpLKzIKIZ","F_3CNjf3SLA9bSheU","F_3FLJxK0EXQwispy","F_3ESy6vi6DegIdJX","F_3D2qhuNcusWIpF0","F_3FLPTD3bNguBklU","F_2y0ZAHSnXimOSw1","F_3HudzLjXZAzWqJw","F_3G0xHm2ntQIYLtA","F_3JlAQMDyJYDbkEt",3
"244","F_2zNmLuwPqX4SYJF","R_2P1HuTtgkx23dAh","5c4724e19afd7b000196ec24","3","9","7","8","4","10","5","6","1","2","Accurate","Male",24,"Asian","Bachelor’s degree","3_advice",7,"F_30db916mTyjk39D","F_31vFp1Dx1utyFVT","F_2zNmLuwPqX4SYJF","F_31LNY1ZNgOPHAhT","F_2zRRqU6SHcUFaBd","F_2rqZtB48z8BNpCM","F_2ty4iYYcHhxBDCO","F_2sbByozzEoFAlYg","F_32UQWIzcYNUchmQ","F_2zUPd9YuIKJ6mHG",5
"245","F_2zUPd9YuIKJ6mHG","R_pzsDwAp2SitWEUh","5dd2f0818950ba2f90b01bc1","9","8","4","5","10","6","3","1","7","2","Likable","Male",40,"White or Caucasian","Associates or technical degree","9_advice",3,"F_31LNY1ZNgOPHAhT","F_31vFp1Dx1utyFVT","F_32UQWIzcYNUchmQ","F_2sbByozzEoFAlYg","F_2rqZtB48z8BNpCM","F_30db916mTyjk39D","F_2ty4iYYcHhxBDCO","F_2zNmLuwPqX4SYJF","F_2zUPd9YuIKJ6mHG","F_2zRRqU6SHcUFaBd",6
"246","F_2zUPd9YuIKJ6mHG","R_T16dC1HJuNRIHND","5e8bbb3680cbf20986c677e1","6","2","1","8","10","7","3","5","9","4","Accurate","Male",25,"White or Caucasian","Bachelor’s degree","6_advice",7,"F_2zNmLuwPqX4SYJF","F_30db916mTyjk39D","F_2ty4iYYcHhxBDCO","F_31vFp1Dx1utyFVT","F_2rqZtB48z8BNpCM","F_2zUPd9YuIKJ6mHG","F_2zRRqU6SHcUFaBd","F_2sbByozzEoFAlYg","F_31LNY1ZNgOPHAhT","F_32UQWIzcYNUchmQ",6
"247","F_2zUPd9YuIKJ6mHG","R_30qVgVh6uaU3htk","61705235c277934df17055e6","3","1","8","7","6","4","2","9","5","10","Likable","Male",48,"White or Caucasian","Some college, but no degree","4_advice",7,"F_30db916mTyjk39D","F_2zRRqU6SHcUFaBd","F_31LNY1ZNgOPHAhT","F_2zUPd9YuIKJ6mHG","F_2sbByozzEoFAlYg","F_32UQWIzcYNUchmQ","F_2ty4iYYcHhxBDCO","F_31vFp1Dx1utyFVT","F_2zNmLuwPqX4SYJF","F_2rqZtB48z8BNpCM",6
"248","F_2zUPd9YuIKJ6mHG","R_2rYC6TIpxYFakPd","56d0901c197fb1000b2348ee","4","2","9","3","5","7","8","1","6","10","Accurate","Male",34,"White or Caucasian","High school diploma or GED","6_advice",6,"F_2zNmLuwPqX4SYJF","F_32UQWIzcYNUchmQ","F_31LNY1ZNgOPHAhT","F_30db916mTyjk39D","F_2ty4iYYcHhxBDCO","F_2zUPd9YuIKJ6mHG","F_31vFp1Dx1utyFVT","F_2zRRqU6SHcUFaBd","F_2sbByozzEoFAlYg","F_2rqZtB48z8BNpCM",6
"249","F_2zUPd9YuIKJ6mHG","R_2w0LK9wUzmVxYgW","6310f7cc10a0cd8f6156091f","2","7","6","8","5","9","1","10","3","4","Accurate","Male",51,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","2_advice",7,"F_32UQWIzcYNUchmQ","F_2zUPd9YuIKJ6mHG","F_2zNmLuwPqX4SYJF","F_31vFp1Dx1utyFVT","F_2sbByozzEoFAlYg","F_31LNY1ZNgOPHAhT","F_2zRRqU6SHcUFaBd","F_2rqZtB48z8BNpCM","F_2ty4iYYcHhxBDCO","F_30db916mTyjk39D",6
"250","F_2zUPd9YuIKJ6mHG","R_3P7FSQEWJAFQ4vL","62cf8b6eac8db5ea98343fbe","2","1","10","9","8","3","7","4","6","5","Likable","Male",39,"White or Caucasian","Some college, but no degree","7_advice",7,"F_2zRRqU6SHcUFaBd","F_32UQWIzcYNUchmQ","F_31vFp1Dx1utyFVT","F_2rqZtB48z8BNpCM","F_31LNY1ZNgOPHAhT","F_2ty4iYYcHhxBDCO","F_2zUPd9YuIKJ6mHG","F_2sbByozzEoFAlYg","F_2zNmLuwPqX4SYJF","F_30db916mTyjk39D",6
"251","F_2zUPd9YuIKJ6mHG","R_T1IltFr7sNEBbLX","62a73647a057bfcf74a8d20a","10","8","9","7","1","2","4","5","3","6","Likable","Male",27,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","4_advice",3,"F_2rqZtB48z8BNpCM","F_31vFp1Dx1utyFVT","F_31LNY1ZNgOPHAhT","F_2zUPd9YuIKJ6mHG","F_2ty4iYYcHhxBDCO","F_2zRRqU6SHcUFaBd","F_30db916mTyjk39D","F_2sbByozzEoFAlYg","F_32UQWIzcYNUchmQ","F_2zNmLuwPqX4SYJF",6
"252","F_30db916mTyjk39D","R_2Evp9iHR0QaJwgI","6234dbba467fabd56fa59e1a","5","4","10","9","8","1","6","3","2","7","Likable","Male",54,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","10_advice",6,"F_2sbByozzEoFAlYg","F_2rqZtB48z8BNpCM","F_31LNY1ZNgOPHAhT","F_2zNmLuwPqX4SYJF","F_2zRRqU6SHcUFaBd","F_2zUPd9YuIKJ6mHG","F_32UQWIzcYNUchmQ","F_31vFp1Dx1utyFVT","F_2ty4iYYcHhxBDCO","F_30db916mTyjk39D",4
"253","F_30db916mTyjk39D","R_1mxSMFM3kdZIZmz","63f049c2d78b2bc822a16dac","5","10","1","6","8","4","7","2","9","3","Accurate","Male",34,"Other","Some college, but no degree","7_advice",7,"F_2zNmLuwPqX4SYJF","F_2rqZtB48z8BNpCM","F_2ty4iYYcHhxBDCO","F_2sbByozzEoFAlYg","F_31vFp1Dx1utyFVT","F_32UQWIzcYNUchmQ","F_30db916mTyjk39D","F_2zRRqU6SHcUFaBd","F_31LNY1ZNgOPHAhT","F_2zUPd9YuIKJ6mHG",4
"254","F_31vFp1Dx1utyFVT","R_2aK6uKtbcgrV0dB","5ee11eb5636ea94d3ad43e3b","4","7","5","6","2","8","9","1","3","10","Likable","Male",42,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","2_advice",7,"F_2zRRqU6SHcUFaBd","F_31vFp1Dx1utyFVT","F_32UQWIzcYNUchmQ","F_2zNmLuwPqX4SYJF","F_30db916mTyjk39D","F_2rqZtB48z8BNpCM","F_2zUPd9YuIKJ6mHG","F_2ty4iYYcHhxBDCO","F_2sbByozzEoFAlYg","F_31LNY1ZNgOPHAhT",7
"255","F_31vFp1Dx1utyFVT","R_1G00pYshMVe69lT","5e07d174da6bad1342bafab2","4","3","8","6","9","10","7","2","5","1","Likable","Male",39,"White or Caucasian","High school diploma or GED","7_advice",7,"F_2zNmLuwPqX4SYJF","F_2sbByozzEoFAlYg","F_31LNY1ZNgOPHAhT","F_2zRRqU6SHcUFaBd","F_2zUPd9YuIKJ6mHG","F_2rqZtB48z8BNpCM","F_31vFp1Dx1utyFVT","F_2ty4iYYcHhxBDCO","F_32UQWIzcYNUchmQ","F_30db916mTyjk39D",7
"256","F_31vFp1Dx1utyFVT","R_2Vs7oJynStPQUTK","5589be79fdf99b18be320155","8","4","6","3","5","2","9","1","10","7","Likable","Male",37,"White or Caucasian","Bachelor’s degree","10_advice",5,"F_31LNY1ZNgOPHAhT","F_2ty4iYYcHhxBDCO","F_2sbByozzEoFAlYg","F_2zRRqU6SHcUFaBd","F_2zNmLuwPqX4SYJF","F_30db916mTyjk39D","F_2zUPd9YuIKJ6mHG","F_32UQWIzcYNUchmQ","F_2rqZtB48z8BNpCM","F_31vFp1Dx1utyFVT",7
"257","F_31vFp1Dx1utyFVT","R_1Q3BUzCrgqPAZXJ","597f662f89542d0001517d78","4","1","8","7","6","2","10","5","3","9","Accurate","Male",41,"White or Caucasian","Bachelor’s degree","4_advice",7,"F_2zUPd9YuIKJ6mHG","F_32UQWIzcYNUchmQ","F_2zNmLuwPqX4SYJF","F_31vFp1Dx1utyFVT","F_2sbByozzEoFAlYg","F_2zRRqU6SHcUFaBd","F_2rqZtB48z8BNpCM","F_30db916mTyjk39D","F_2ty4iYYcHhxBDCO","F_31LNY1ZNgOPHAhT",7
"258","F_31vFp1Dx1utyFVT","R_2chgGRDKg8rL6nI","546ec14dfdf99b2bc7ebd032","6","7","10","4","5","3","8","2","9","1","Accurate","Male",59,"Asian","Associates or technical degree","2_advice",7,"F_2sbByozzEoFAlYg","F_31vFp1Dx1utyFVT","F_2rqZtB48z8BNpCM","F_32UQWIzcYNUchmQ","F_2zUPd9YuIKJ6mHG","F_30db916mTyjk39D","F_31LNY1ZNgOPHAhT","F_2ty4iYYcHhxBDCO","F_2zNmLuwPqX4SYJF","F_2zRRqU6SHcUFaBd",7
"259","F_32UQWIzcYNUchmQ","R_301sbBziQmiyThD","6341a541b6cfd5f8933f48c4","3","5","4","6","9","8","7","2","10","1","Accurate","Male",35,"Black or African American","High school diploma or GED","7_advice",4,"F_2zRRqU6SHcUFaBd","F_2sbByozzEoFAlYg","F_2zNmLuwPqX4SYJF","F_31vFp1Dx1utyFVT","F_2zUPd9YuIKJ6mHG","F_31LNY1ZNgOPHAhT","F_32UQWIzcYNUchmQ","F_2ty4iYYcHhxBDCO","F_2rqZtB48z8BNpCM","F_30db916mTyjk39D",4
"260","F_3CNjf3SLA9bSheU","R_2v92ffDxzNbvMbT","5f4d07b4fae27694de8f5af1","2","3","6","5","4","10","7","8","1","9","Accurate","Female",56,"White or Caucasian","Bachelor’s degree","7_advice",3,"F_2y0ZAHSnXimOSw1","F_3JlAQMDyJYDbkEt","F_2zAMGyWpLKzIKIZ","F_3HudzLjXZAzWqJw","F_3G0xHm2ntQIYLtA","F_3ESy6vi6DegIdJX","F_3CNjf3SLA9bSheU","F_3D2qhuNcusWIpF0","F_3FLPTD3bNguBklU","F_3FLJxK0EXQwispy",7
"261","F_3CNjf3SLA9bSheU","R_2TEMUYxqvPTttpo","59b0106d834a170001d6061c","9","3","1","10","2","8","6","7","5","4","Likable","Female",38,"White or Caucasian","Bachelor’s degree","8_advice",1,"F_3D2qhuNcusWIpF0","F_3FLPTD3bNguBklU","F_3G0xHm2ntQIYLtA","F_3FLJxK0EXQwispy","F_2zAMGyWpLKzIKIZ","F_3JlAQMDyJYDbkEt","F_3ESy6vi6DegIdJX","F_3CNjf3SLA9bSheU","F_3HudzLjXZAzWqJw","F_2y0ZAHSnXimOSw1",7
"262","F_3D2qhuNcusWIpF0","R_1Q9fRT9LHebdFdx","6127017baee75f10aa174139","6","10","1","5","7","8","4","2","3","9","Likable","Female",23,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","5_advice",6,"F_3CNjf3SLA9bSheU","F_3ESy6vi6DegIdJX","F_2zAMGyWpLKzIKIZ","F_3HudzLjXZAzWqJw","F_3D2qhuNcusWIpF0","F_3FLPTD3bNguBklU","F_3G0xHm2ntQIYLtA","F_2y0ZAHSnXimOSw1","F_3JlAQMDyJYDbkEt","F_3FLJxK0EXQwispy",6
"263","F_3EiETVaiV7uiVLw","R_1MSpH9gdWE5ijQw","5e5410f5be932e06384a03ec","4","6","5","2","1","3","10","8","9","7","Likable","Male",31,"White or Caucasian,Asian","Bachelor’s degree","10_advice",7,"F_3QK7h1gq6NJYf86","F_3J2WiCj4IjCRx9J","F_3Gdr9o0jIvHrGWs","F_3PuXIED1rTFJX9h","F_3GpQNZQJOly5LsW","F_3ESxU6eaq94BEod","F_3GdFAV4fIewANfW","F_3Rg2AjlBD9J7Epr","F_3R8Dr7UXmFs86vA","F_3EiETVaiV7uiVLw",5
"264","F_3EiETVaiV7uiVLw","R_p45ltbt3J1FvCnv","6409f226765c80e737f20aca","10","4","3","1","9","8","2","7","5","6","Likable","Male",30,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","8_advice",5,"F_3GdFAV4fIewANfW","F_3Gdr9o0jIvHrGWs","F_3PuXIED1rTFJX9h","F_3ESxU6eaq94BEod","F_3J2WiCj4IjCRx9J","F_3QK7h1gq6NJYf86","F_3Rg2AjlBD9J7Epr","F_3EiETVaiV7uiVLw","F_3GpQNZQJOly5LsW","F_3R8Dr7UXmFs86vA",5
"265","F_3ESxU6eaq94BEod","R_1rxiqssapyPjIcg","5cda0f40fbe78a00192192a3","6","4","5","1","3","2","8","9","10","7","Likable","Male",81,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","10_advice",8,"F_3Gdr9o0jIvHrGWs","F_3Rg2AjlBD9J7Epr","F_3R8Dr7UXmFs86vA","F_3GdFAV4fIewANfW","F_3J2WiCj4IjCRx9J","F_3QK7h1gq6NJYf86","F_3PuXIED1rTFJX9h","F_3GpQNZQJOly5LsW","F_3EiETVaiV7uiVLw","F_3ESxU6eaq94BEod",3
"266","F_3ESy6vi6DegIdJX","R_1rv3bhp43hIcqHz","63ecf8c3796bf9efcf715050","10","1","8","9","2","3","7","6","4","5","Likable","Female",51,"White or Caucasian","Associates or technical degree","7_advice",5,"F_3G0xHm2ntQIYLtA","F_3HudzLjXZAzWqJw","F_3FLJxK0EXQwispy","F_3CNjf3SLA9bSheU","F_2zAMGyWpLKzIKIZ","F_3D2qhuNcusWIpF0","F_3ESy6vi6DegIdJX","F_2y0ZAHSnXimOSw1","F_3FLPTD3bNguBklU","F_3JlAQMDyJYDbkEt",8
"267","F_3ey3IwDsQAfRZnr","R_3O8rkyuyoMac8vA","62e0326dbbda328df3ceade2","10","3","2","1","9","8","4","7","5","6","Accurate","Female",45,"White or Caucasian","Some college, but no degree","8_advice",5,"F_3fjBNr5YrkSrSP3","F_3P7QMxuPXNg4nVd","F_3MDrkCWqrn20QrE","F_3fpoQCqhnavxk0V","F_3RxRlY3iivY4cYe","F_3KNKMtFOl6K5kTQ","F_3iR6nmcIs3N6lbZ","F_3ey3IwDsQAfRZnr","F_3PBrMZWg2ledS6E","F_3OdjcZTwp85swwu",8
"268","F_3ey3IwDsQAfRZnr","R_sAtQU1emXVne4MN","5d41ee2257382300015d1560","9","4","8","5","1","7","10","6","2","3","Accurate","Female",52,"Other","Bachelor’s degree","6_advice",7,"F_3KNKMtFOl6K5kTQ","F_3PBrMZWg2ledS6E","F_3OdjcZTwp85swwu","F_3MDrkCWqrn20QrE","F_3fpoQCqhnavxk0V","F_3ey3IwDsQAfRZnr","F_3RxRlY3iivY4cYe","F_3fjBNr5YrkSrSP3","F_3P7QMxuPXNg4nVd","F_3iR6nmcIs3N6lbZ",8
"269","F_3ey3IwDsQAfRZnr","R_26mswis5ih1C42t","643edca8dcd599c6fba5e31b","2","1","3","9","7","10","6","5","4","8","Accurate","Female",60,"Black or African American","High school diploma or GED","5_advice",5,"F_3PBrMZWg2ledS6E","F_3fpoQCqhnavxk0V","F_3P7QMxuPXNg4nVd","F_3KNKMtFOl6K5kTQ","F_3ey3IwDsQAfRZnr","F_3iR6nmcIs3N6lbZ","F_3OdjcZTwp85swwu","F_3RxRlY3iivY4cYe","F_3fjBNr5YrkSrSP3","F_3MDrkCWqrn20QrE",8
"270","F_3ey3IwDsQAfRZnr","R_3abK9c2rAa3H7q1","60b698afe0f0a2098385c27f","8","1","6","9","5","4","7","3","2","10","Accurate","Female",34,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","7_advice",3,"F_3KNKMtFOl6K5kTQ","F_3fpoQCqhnavxk0V","F_3fjBNr5YrkSrSP3","F_3iR6nmcIs3N6lbZ","F_3PBrMZWg2ledS6E","F_3P7QMxuPXNg4nVd","F_3ey3IwDsQAfRZnr","F_3OdjcZTwp85swwu","F_3MDrkCWqrn20QrE","F_3RxRlY3iivY4cYe",8
"271","F_3fjBNr5YrkSrSP3","R_30k207MXEM3QK6s","5ef6601481666334a551ebe7","8","6","9","3","1","4","2","10","5","7","Accurate","Female",23,"Asian","Associates or technical degree","10_advice",7,"F_3RxRlY3iivY4cYe","F_3PBrMZWg2ledS6E","F_3iR6nmcIs3N6lbZ","F_3KNKMtFOl6K5kTQ","F_3fpoQCqhnavxk0V","F_3MDrkCWqrn20QrE","F_3P7QMxuPXNg4nVd","F_3ey3IwDsQAfRZnr","F_3OdjcZTwp85swwu","F_3fjBNr5YrkSrSP3",7
"272","F_3fjBNr5YrkSrSP3","R_3CBEowccXIaPs4k","5bd9dc9abf1a7800011db1f1","6","1","3","5","7","10","4","2","9","8","Accurate","Female",67,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","5_advice",7,"F_3KNKMtFOl6K5kTQ","F_3fpoQCqhnavxk0V","F_3PBrMZWg2ledS6E","F_3P7QMxuPXNg4nVd","F_3fjBNr5YrkSrSP3","F_3RxRlY3iivY4cYe","F_3OdjcZTwp85swwu","F_3MDrkCWqrn20QrE","F_3iR6nmcIs3N6lbZ","F_3ey3IwDsQAfRZnr",7
"273","F_3fjBNr5YrkSrSP3","R_21yQXX0fU7ujjyG","615cf2d3e9dfb81e7ef3668d","5","3","9","7","8","4","1","10","2","6","Likable","Female",24,"Asian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","4_advice",6,"F_3OdjcZTwp85swwu","F_3P7QMxuPXNg4nVd","F_3KNKMtFOl6K5kTQ","F_3fjBNr5YrkSrSP3","F_3ey3IwDsQAfRZnr","F_3PBrMZWg2ledS6E","F_3fpoQCqhnavxk0V","F_3iR6nmcIs3N6lbZ","F_3MDrkCWqrn20QrE","F_3RxRlY3iivY4cYe",7
"274","F_3fjBNr5YrkSrSP3","R_2Sen23TN8NrRK9Q","631d197eba06364cbea7fab2","10","6","8","1","3","7","4","5","2","9","Likable","Female",34,"White or Caucasian","Bachelor’s degree","6_advice",6,"F_3KNKMtFOl6K5kTQ","F_3RxRlY3iivY4cYe","F_3ey3IwDsQAfRZnr","F_3fpoQCqhnavxk0V","F_3P7QMxuPXNg4nVd","F_3fjBNr5YrkSrSP3","F_3MDrkCWqrn20QrE","F_3PBrMZWg2ledS6E","F_3OdjcZTwp85swwu","F_3iR6nmcIs3N6lbZ",7
"275","F_3fjBNr5YrkSrSP3","R_8ozpz5YlKUFN1Pr","6388fe254da991e17e7535ed","8","9","7","6","3","2","1","10","5","4","Accurate","Female",57,"White or Caucasian","Some college, but no degree","3_advice",7,"F_3KNKMtFOl6K5kTQ","F_3iR6nmcIs3N6lbZ","F_3fjBNr5YrkSrSP3","F_3ey3IwDsQAfRZnr","F_3MDrkCWqrn20QrE","F_3OdjcZTwp85swwu","F_3fpoQCqhnavxk0V","F_3RxRlY3iivY4cYe","F_3PBrMZWg2ledS6E","F_3P7QMxuPXNg4nVd",7
"276","F_3fjBNr5YrkSrSP3","R_r3EnXCi5N6CfIAN","61255419bafa4715fb2712f6","5","4","9","3","7","8","2","1","10","6","Likable","Female",43,"White or Caucasian","Bachelor’s degree","5_advice",6,"F_3P7QMxuPXNg4nVd","F_3PBrMZWg2ledS6E","F_3RxRlY3iivY4cYe","F_3OdjcZTwp85swwu","F_3fjBNr5YrkSrSP3","F_3ey3IwDsQAfRZnr","F_3MDrkCWqrn20QrE","F_3fpoQCqhnavxk0V","F_3iR6nmcIs3N6lbZ","F_3KNKMtFOl6K5kTQ",7
"277","F_3fjBNr5YrkSrSP3","R_2WYBRwcxtf0pxzx","60d898acd59f2f601e12bc39","10","6","2","4","8","7","9","1","5","3","Likable","Female",26,"White or Caucasian","Some college, but no degree","6_advice",8,"F_3KNKMtFOl6K5kTQ","F_3OdjcZTwp85swwu","F_3MDrkCWqrn20QrE","F_3RxRlY3iivY4cYe","F_3ey3IwDsQAfRZnr","F_3fjBNr5YrkSrSP3","F_3iR6nmcIs3N6lbZ","F_3fpoQCqhnavxk0V","F_3P7QMxuPXNg4nVd","F_3PBrMZWg2ledS6E",7
"278","F_3FLJxK0EXQwispy","R_1162w1GQhJeTsIt","63e1b657366b44c6ab289512","1","3","2","8","7","6","5","10","4","9","Likable","Female",49,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","5_advice",8,"F_3FLPTD3bNguBklU","F_3ESy6vi6DegIdJX","F_2zAMGyWpLKzIKIZ","F_3JlAQMDyJYDbkEt","F_3FLJxK0EXQwispy","F_3D2qhuNcusWIpF0","F_3G0xHm2ntQIYLtA","F_3HudzLjXZAzWqJw","F_2y0ZAHSnXimOSw1","F_3CNjf3SLA9bSheU",8
"279","F_3FLJxK0EXQwispy","R_2xWsU7vJBqi3B7e","57ac740478a38d00017cce22","2","1","10","7","4","5","8","6","9","3","Likable","Female",62,"White or Caucasian","High school diploma or GED","4_advice",5,"F_3FLPTD3bNguBklU","F_2zAMGyWpLKzIKIZ","F_3ESy6vi6DegIdJX","F_3FLJxK0EXQwispy","F_3JlAQMDyJYDbkEt","F_3HudzLjXZAzWqJw","F_2y0ZAHSnXimOSw1","F_3D2qhuNcusWIpF0","F_3CNjf3SLA9bSheU","F_3G0xHm2ntQIYLtA",8
"280","F_3FLJxK0EXQwispy","R_dmL6aEmhCn3ldnj","63dd426e29d6cd9a09fdc774","4","5","6","10","8","3","9","1","2","7","Accurate","Female",52,"White or Caucasian","Some college, but no degree","10_advice",7,"F_3FLPTD3bNguBklU","F_2y0ZAHSnXimOSw1","F_3JlAQMDyJYDbkEt","F_3CNjf3SLA9bSheU","F_3ESy6vi6DegIdJX","F_3G0xHm2ntQIYLtA","F_3HudzLjXZAzWqJw","F_2zAMGyWpLKzIKIZ","F_3D2qhuNcusWIpF0","F_3FLJxK0EXQwispy",8
"281","F_3FLPTD3bNguBklU","R_1mWpzWpT6FlWw4K","60cbb3a438a8a5ef8d42ee21","4","9","8","6","10","1","5","3","2","7","Accurate","Female",42,"Black or African American","High school diploma or GED","10_advice",7,"F_3JlAQMDyJYDbkEt","F_3D2qhuNcusWIpF0","F_3ESy6vi6DegIdJX","F_3CNjf3SLA9bSheU","F_3FLJxK0EXQwispy","F_3HudzLjXZAzWqJw","F_2y0ZAHSnXimOSw1","F_3G0xHm2ntQIYLtA","F_2zAMGyWpLKzIKIZ","F_3FLPTD3bNguBklU",4
"282","F_3FLPTD3bNguBklU","R_2TTAu22PDwDirly","63b75b3eace44d9b4bbe411d","3","2","9","1","5","6","4","10","7","8","Likable","Female",41,"White or Caucasian","Bachelor’s degree","9_advice",5,"F_3HudzLjXZAzWqJw","F_3JlAQMDyJYDbkEt","F_3FLJxK0EXQwispy","F_3G0xHm2ntQIYLtA","F_2y0ZAHSnXimOSw1","F_3CNjf3SLA9bSheU","F_2zAMGyWpLKzIKIZ","F_3ESy6vi6DegIdJX","F_3FLPTD3bNguBklU","F_3D2qhuNcusWIpF0",4
"283","F_3G0xHm2ntQIYLtA","R_2dvduBRl8Gsc6M9","5e72e0d8adc903240ac70891","9","8","7","6","3","2","4","1","5","10","Likable","Female",58,"White or Caucasian","Bachelor’s degree","3_advice",1,"F_3FLPTD3bNguBklU","F_3ESy6vi6DegIdJX","F_3G0xHm2ntQIYLtA","F_3HudzLjXZAzWqJw","F_3D2qhuNcusWIpF0","F_3CNjf3SLA9bSheU","F_3JlAQMDyJYDbkEt","F_2zAMGyWpLKzIKIZ","F_2y0ZAHSnXimOSw1","F_3FLJxK0EXQwispy",5
"284","F_3G0xHm2ntQIYLtA","R_1FDnk7IAIo9u28Q","5720a9f6fd3a5200113c1891","10","7","6","1","9","5","4","3","2","8","Accurate","Female",51,"White or Caucasian","High school diploma or GED","2_advice",7,"F_3FLJxK0EXQwispy","F_3G0xHm2ntQIYLtA","F_3D2qhuNcusWIpF0","F_2zAMGyWpLKzIKIZ","F_3FLPTD3bNguBklU","F_2y0ZAHSnXimOSw1","F_3HudzLjXZAzWqJw","F_3JlAQMDyJYDbkEt","F_3ESy6vi6DegIdJX","F_3CNjf3SLA9bSheU",5
"285","F_3G0xHm2ntQIYLtA","R_Zq0n1bBN2EufyPT","6282575ebe32fdc6268babc8","5","6","4","10","7","8","1","9","3","2","Accurate","Female",51,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","5_advice",5,"F_3HudzLjXZAzWqJw","F_3CNjf3SLA9bSheU","F_3JlAQMDyJYDbkEt","F_3FLJxK0EXQwispy","F_3G0xHm2ntQIYLtA","F_2y0ZAHSnXimOSw1","F_3D2qhuNcusWIpF0","F_3ESy6vi6DegIdJX","F_3FLPTD3bNguBklU","F_2zAMGyWpLKzIKIZ",5
"286","F_3Gdr9o0jIvHrGWs","R_22KOnTTsLEuexpi","5bf55a643a426e00019e3990","7","4","6","10","5","9","3","2","8","1","Likable","Male",57,"White or Caucasian","Bachelor’s degree","1_advice",7,"F_3Gdr9o0jIvHrGWs","F_3PuXIED1rTFJX9h","F_3QK7h1gq6NJYf86","F_3J2WiCj4IjCRx9J","F_3R8Dr7UXmFs86vA","F_3GdFAV4fIewANfW","F_3ESxU6eaq94BEod","F_3EiETVaiV7uiVLw","F_3Rg2AjlBD9J7Epr","F_3GpQNZQJOly5LsW",6
"287","F_3Gdr9o0jIvHrGWs","R_0iey9JAhzj3CRIB","61548e103213611528722709","6","2","7","1","9","10","3","8","4","5","Accurate","Male",24,"Asian","Bachelor’s degree","3_advice",6,"F_3EiETVaiV7uiVLw","F_3R8Dr7UXmFs86vA","F_3Gdr9o0jIvHrGWs","F_3PuXIED1rTFJX9h","F_3Rg2AjlBD9J7Epr","F_3GdFAV4fIewANfW","F_3GpQNZQJOly5LsW","F_3J2WiCj4IjCRx9J","F_3ESxU6eaq94BEod","F_3QK7h1gq6NJYf86",6
"288","F_3HudzLjXZAzWqJw","R_1yNVFrVatnrU1Wx","5eeba783164680119f2e30c7","2","1","7","10","3","5","4","8","9","6","Accurate","Female",27,"Black or African American","High school diploma or GED","3_advice",7,"F_3FLJxK0EXQwispy","F_3ESy6vi6DegIdJX","F_3HudzLjXZAzWqJw","F_3JlAQMDyJYDbkEt","F_3CNjf3SLA9bSheU","F_2y0ZAHSnXimOSw1","F_2zAMGyWpLKzIKIZ","F_3FLPTD3bNguBklU","F_3D2qhuNcusWIpF0","F_3G0xHm2ntQIYLtA",5
