"","Target","Advice","Performance","Guess","Gender","Treatment","Condition","GiverID","ExpectedBonus"
"5172","5bc9f8b677740000016a08b5",1,8,9,"Female","High","E","5690a966a3b94e000d6c3c13",0.35
"5173","6562c55e28c4121b6401c0c7",0,5,4,"Female","High","E","5690a966a3b94e000d6c3c13",0.3
"5174","60171c9b1a726593103182b3",0,5,6,"Male","Low","E","5690a966a3b94e000d6c3c13",0.3
"5175","5d7ff85ffec5620017b07c40",0,3,5,"Female","High","E","5690a966a3b94e000d6c3c13",0.3
"5176","654f39d42ccb9fe00c46be78",1,8,7,"Male","High","E","5690a966a3b94e000d6c3c13",0.35
"5177","5bf349126f97050001e6a6e6",0,0,2,"Female","Low","E","5690a966a3b94e000d6c3c13",0.015
"5178","5c1980c24a03080001139d5a",0,1,2,"Male","Low","E","5690a966a3b94e000d6c3c13",0.12
"5179","653efdb0f60588dbb6c205cf",0,0,5,"Male","High","E","5690a966a3b94e000d6c3c13",0.015
"5180","5f0c7ea47cf1495f4587f741",0,1,2,"Female","Low","E","5690a966a3b94e000d6c3c13",0.12
"5181","63caa01beb22afd1f8a42b54",0,1,1,"Female","Low","E","654cede3e7e7f75c59cc6064",0.12
"5182","6564cc28c3224c4a8984d793",1,2,7,"Male","Low","E","654cede3e7e7f75c59cc6064",0
"5183","638f8a0121203e0ddbf80e02",0,1,4,"Female","High","E","654cede3e7e7f75c59cc6064",0.12
"5184","654c7305aba05b86538b72be",0,5,5,"Male","Low","E","654cede3e7e7f75c59cc6064",0.3
"5185","5e544727059e3744ccdd4c3b",0,4,1,"Female","High","E","654cede3e7e7f75c59cc6064",0.3
"5186","5c560b6fccb08c0001e134a8",0,2,3,"Female","Low","E","654cede3e7e7f75c59cc6064",0.165
"5187","62d61912c1eab298bdc2c642",0,1,2,"Male","Low","E","654cede3e7e7f75c59cc6064",0.12
"5188","62dd2f0668b37a65531fae67",0,1,4,"Male","High","E","654cede3e7e7f75c59cc6064",0.12
"5189","63e53f1ad00dc1f9f2c3cc36",0,4,4,"Male","Low","E","654cede3e7e7f75c59cc6064",0.3
"5190","5ef246c6d2b9060809858e7e",0,5,3,"Female","Low","E","654cede3e7e7f75c59cc6064",0.3
"5191","6056bcf1cee7a41435889255",0,3,0,"Female","High","E","5b21702b6dba320001b072ce",0.3
"5192","5c9567e99d4cac0011609746",1,7,5,"Male","High","E","5b21702b6dba320001b072ce",0.3
"5193","59ac5e9f9fdf6c0001cba8bf",0,5,2,"Male","Low","E","5b21702b6dba320001b072ce",0.3
"5194","5ff3dd153986cc9fd8a6ba4f",0,3,3,"Male","Low","E","5b21702b6dba320001b072ce",0.3
"5195","642f3188cc01a6b87e28a081",0,6,4,"Male","High","E","5b21702b6dba320001b072ce",0.3
"5196","63936bad01efa1e55f6e149d",0,6,2,"Female","High","E","5b21702b6dba320001b072ce",0.3
"5197","63da9d744c860382808770bd",0,3,2,"Female","Low","E","5b21702b6dba320001b072ce",0.3
"5198","6361b846bf7ec695367cbfee",0,3,3,"Male","Low","E","5b21702b6dba320001b072ce",0.3
"5199","62b146e365eca239ef0dbbfb",1,5,6,"Female","High","E","5b21702b6dba320001b072ce",0.15
"5200","656c8a2eba4ac7120453cdaa",1,7,5,"Female","High","E","5b21702b6dba320001b072ce",0.3
"5201","651f8f555a5fde411587c859",0,3,3,"Male","Low","None","5a5aa9dcac5624000153e6f6",0.3
"5202","61356a75a26f82d5cf223390",1,7,3,"Female","High","None","5a5aa9dcac5624000153e6f6",0.3
"5203","5ded9996838b4f45b83bb3f9",0,5,3,"Female","High","None","5a5aa9dcac5624000153e6f6",0.3
"5204","5e1fa60088eb2e2d97c4a4a7",0,5,2,"Female","High","None","5a5aa9dcac5624000153e6f6",0.3
"5205","656c9c1da68a2c317817ce01",0,4,4,"Female","Low","None","5a5aa9dcac5624000153e6f6",0.3
"5206","656766dc27c035c9ac54f90d",0,3,3,"Female","High","None","5a5aa9dcac5624000153e6f6",0.3
"5207","594425f07ccfd00001d3f462",0,4,3,"Male","Low","None","5a5aa9dcac5624000153e6f6",0.3
"5208","63ebb22fae90027a0e121582",1,7,5,"Male","High","None","5a5aa9dcac5624000153e6f6",0.3
"5209","63d60e3ca4fa1f7b4bf61e82",1,5,4,"Male","High","None","5a5aa9dcac5624000153e6f6",0.15
"5210","63d7fb6ee49281f6c41d6630",1,5,2,"Male","Low","None","5a5aa9dcac5624000153e6f6",0.15
"5211","655b6a0d11066d07716ab0b5",0,1,4,"Male","High","E","5c2e2fa00b8ad80001aebf07",0.12
"5212","63483c4522d65d46028da7a7",0,4,7,"Male","High","E","5c2e2fa00b8ad80001aebf07",0.3
"5213","642c3fea4a786dc7a85d4f5d",0,5,4,"Male","Low","E","5c2e2fa00b8ad80001aebf07",0.3
"5214","5f0c98239c6dab0fadfee6de",0,4,5,"Male","High","E","5c2e2fa00b8ad80001aebf07",0.3
"5215","6516f5e83d2a0a005a56d55a",0,5,4,"Female","Low","E","5c2e2fa00b8ad80001aebf07",0.3
"5216","652bfbba1a8bef9e38513d5c",0,4,1,"Female","Low","E","5c2e2fa00b8ad80001aebf07",0.3
"5217","656b7ab2b685a43aae816c5e",0,4,3,"Female","High","E","5c2e2fa00b8ad80001aebf07",0.3
"5218","653822a7bb1fae9976bb28a1",0,1,6,"Female","Low","E","5c2e2fa00b8ad80001aebf07",0.12
"5219","6402682f1a17d6c87f4f3a89",0,4,4,"Male","High","E","5c2e2fa00b8ad80001aebf07",0.3
"5220","654090a7a998974e1e57e76f",0,4,2,"Female","Low","E","5c2e2fa00b8ad80001aebf07",0.3
"5221","62ed458d61ebd1930833e95a",0,2,2,"Male","High","None","5b9b4cc406114100010660f0",0.165
"5222","63fa2f029381a13d9f2a36a8",0,4,1,"Female","Low","None","5b9b4cc406114100010660f0",0.3
"5223","612547f89bad5437aaecfa66",1,7,7,"Male","High","None","5b9b4cc406114100010660f0",0.3
"5224","5fc3d41149c0c8728f07b95b",1,9,9,"Male","High","None","5b9b4cc406114100010660f0",0.475
"5225","5d93aeb1cec22300195493fc",0,2,0,"Female","High","None","5b9b4cc406114100010660f0",0.165
"5226","6287d1278f5285de4c237d50",0,4,3,"Male","Low","None","5b9b4cc406114100010660f0",0.3
"5227","654371f34cabd62e8649aedd",1,9,7,"Female","High","None","5b9b4cc406114100010660f0",0.475
"5228","65486ad91a5493d24f94d4d1",0,6,7,"Male","High","None","5b9b4cc406114100010660f0",0.3
"5229","5d1283351716480017019be7",0,6,5,"Female","Low","None","5b9b4cc406114100010660f0",0.3
"5230","647e0f22b1d466181ae694c4",1,7,5,"Female","Low","None","5b9b4cc406114100010660f0",0.3
"5231","6328ddce9adceb215c2334ee",0,3,1,"Male","Low","E","653e8a201c3ca9c478fded77",0.3
"5232","5f6e2f793c9b1032dbe72def",0,0,4,"Male","Low","E","653e8a201c3ca9c478fded77",0.015
"5233","65417cf270afd2731d6baf38",0,0,1,"Female","Low","E","653e8a201c3ca9c478fded77",0.015
"5234","6564ea3f09ef57b9f200a136",0,5,3,"Female","Low","E","653e8a201c3ca9c478fded77",0.3
"5235","6554d37b930cdddd5d185854",1,5,4,"Male","High","E","653e8a201c3ca9c478fded77",0.15
"5236","5df63faaa98a7a45159a9bba",0,1,4,"Male","High","E","653e8a201c3ca9c478fded77",0.12
"5237","61155a7ed7bb8ba7da579301",1,5,5,"Female","High","E","653e8a201c3ca9c478fded77",0.15
"5238","63fb73b8e64f455117b045b9",1,5,3,"Male","Low","E","653e8a201c3ca9c478fded77",0.15
"5239","5e29dc4721a5f20481c70274",0,1,5,"Female","High","E","653e8a201c3ca9c478fded77",0.12
"5240","63eab44b1f5d72735bae1146",0,3,2,"Female","High","E","653e8a201c3ca9c478fded77",0.3
"5241","654656fff30bb961559e71af",0,6,4,"Female","High","E","6108e0b9b254d1ce92a37b95",0.3
"5242","5a53d878acc75b000179e52e",0,6,3,"Male","Low","E","6108e0b9b254d1ce92a37b95",0.3
"5243","65649e26fc062fd174f780eb",0,5,5,"Female","High","E","6108e0b9b254d1ce92a37b95",0.3
"5244","652be630d5ccaffb4fa0922b",0,5,4,"Male","High","E","6108e0b9b254d1ce92a37b95",0.3
"5245","6569e9a278a24d3828aff150",0,5,4,"Male","Low","E","6108e0b9b254d1ce92a37b95",0.3
"5246","5d4a36e8a61675000169036f",0,5,4,"Female","High","E","6108e0b9b254d1ce92a37b95",0.3
"5247","5ba86de49629a90001b3ef5f",0,7,3,"Female","High","E","6108e0b9b254d1ce92a37b95",0.3
"5248","64626c991bcb3a8bbd2880d8",1,7,8,"Male","Low","E","6108e0b9b254d1ce92a37b95",0.3
"5249","62957302ad8c1756b553a298",0,4,1,"Male","Low","E","6108e0b9b254d1ce92a37b95",0.3
"5250","5f485c765324cf1ed7d564cd",0,4,2,"Female","Low","E","6108e0b9b254d1ce92a37b95",0.3
"5251","64413c375a0ded04a4e99a3f",0,4,5,"Male","Low","None","60e783bca822b3fc303ffd21",0.3
"5252","60171c9b1a726593103182b3",0,5,6,"Male","Low","None","60e783bca822b3fc303ffd21",0.3
"5253","652bfbba1a8bef9e38513d5c",0,4,1,"Female","Low","None","60e783bca822b3fc303ffd21",0.3
"5254","6411493f08fd400dc0d5eacc",0,0,4,"Male","High","None","60e783bca822b3fc303ffd21",0.015
"5255","63dac3039dddeaa909a790fb",0,5,3,"Female","Low","None","60e783bca822b3fc303ffd21",0.3
"5256","60f3c1b003bbf8263f002824",0,5,3,"Female","High","None","60e783bca822b3fc303ffd21",0.3
"5257","62728c1db6349e806113dad5",0,4,4,"Male","High","None","60e783bca822b3fc303ffd21",0.3
"5258","60f728553a37102574b585c4",0,4,2,"Female","Low","None","60e783bca822b3fc303ffd21",0.3
"5259","5e42f74f5b772a18434cabf7",0,0,0,"Female","Low","None","60e783bca822b3fc303ffd21",0.015
"5260","63614f71fa75fcbcee84f2ac",0,5,7,"Male","High","None","60e783bca822b3fc303ffd21",0.3
"5261","64415cccab771017a37d3d93",1,7,7,"Male","High","None","6307bd3bb93e804d22332b3e",0.3
"5262","61099a5c04f32c99f34ce2a8",1,7,5,"Female","High","None","6307bd3bb93e804d22332b3e",0.3
"5263","654c7305aba05b86538b72be",0,5,5,"Male","Low","None","6307bd3bb93e804d22332b3e",0.3
"5264","633c74ad6178784ed5b52104",0,2,2,"Male","Low","None","6307bd3bb93e804d22332b3e",0.165
"5265","566a3e0e7da0350012b3ec49",1,6,5,"Male","High","None","6307bd3bb93e804d22332b3e",0.25
"5266","651b1eb597d19205a5069db5",0,2,2,"Female","High","None","6307bd3bb93e804d22332b3e",0.165
"5267","5c223d4a4a7e1f000137e5b9",0,5,5,"Male","High","None","6307bd3bb93e804d22332b3e",0.3
"5268","568e7e33e3ef9e000da202a7",0,5,3,"Female","High","None","6307bd3bb93e804d22332b3e",0.3
"5269","63d000d62878aa92b833c5fc",1,6,7,"Female","High","None","6307bd3bb93e804d22332b3e",0.25
"5270","607cbf385d3202721e3f719f",0,5,4,"Female","High","None","6307bd3bb93e804d22332b3e",0.3
"5271","62da97c1d0ea5d209bdef664",1,9,7,"Female","High","None","6307d354d53118467b329503",0.475
"5272","65546aa7c0658d91981170f1",0,5,5,"Female","High","None","6307d354d53118467b329503",0.3
"5273","5c2019f5cc850a0001b329e8",0,2,4,"Male","High","None","6307d354d53118467b329503",0.165
"5274","656766dc27c035c9ac54f90d",0,3,3,"Female","High","None","6307d354d53118467b329503",0.3
"5275","5484d361fdf99b0379939d5b",0,5,6,"Male","Low","None","6307d354d53118467b329503",0.3
"5276","604eb32b7405f25e90f5acce",1,9,8,"Male","High","None","6307d354d53118467b329503",0.475
"5277","62ceba5fdab49dfc90278cbb",0,2,5,"Female","High","None","6307d354d53118467b329503",0.165
"5278","6463e382425ee2c5d0a1b2c9",0,3,6,"Male","High","None","6307d354d53118467b329503",0.3
"5279","6334d869011b16ac13de3546",0,1,5,"Male","High","None","6307d354d53118467b329503",0.12
"5280","64509bfcd8d8b7e61f801e95",0,1,3,"Female","Low","None","6307d354d53118467b329503",0.12
"5281","63a4af8f8b8722876fa88952",0,4,3,"Male","Low","E","60c81a556366e2bc7502066f",0.3
"5282","612944f9b8a68a69978cf645",0,5,7,"Male","High","E","60c81a556366e2bc7502066f",0.3
"5283","5b2ee58b53077000010592d8",0,3,3,"Female","High","E","60c81a556366e2bc7502066f",0.3
"5284","64812265e9739eed0d51977f",0,5,5,"Female","Low","E","60c81a556366e2bc7502066f",0.3
"5285","651c1abbc73b6eea8fa97193",0,4,3,"Female","Low","E","60c81a556366e2bc7502066f",0.3
"5286","6091ab55ea2e97910519f8e7",0,5,2,"Female","High","E","60c81a556366e2bc7502066f",0.3
"5287","5ec79b5033c65502ce2acade",0,3,6,"Male","High","E","60c81a556366e2bc7502066f",0.3
"5288","607e3f2b4e935b3bd8c828b8",0,5,4,"Male","High","E","60c81a556366e2bc7502066f",0.3
"5289","59a07638bfd73c00010ea394",0,5,3,"Male","Low","E","60c81a556366e2bc7502066f",0.3
"5290","6091ab55ea2e97910519f8e7",0,5,2,"Female","High","E","60c81a556366e2bc7502066f",0.3
"5291","64356a3c3a7e7f1170215972",1,0,4,"Female","High","None","5765c0fcf2e23200017ded5e",0
"5292","656330bce859fe9d4d59f7cd",0,0,2,"Male","High","None","5765c0fcf2e23200017ded5e",0.015
"5293","652c821a3d99a68b56fe9bcb",0,5,5,"Male","High","None","5765c0fcf2e23200017ded5e",0.3
"5294","6400db77211380d3116572fc",0,5,3,"Female","High","None","5765c0fcf2e23200017ded5e",0.3
"5295","610e261185e9ea713c044534",1,7,9,"Male","Low","None","5765c0fcf2e23200017ded5e",0.3
"5296","60ff7c8f4f066ccf6fe05587",1,8,3,"Female","Low","None","5765c0fcf2e23200017ded5e",0.35
"5297","6529bcd74ee9e1df2c5061e4",1,8,9,"Male","High","None","5765c0fcf2e23200017ded5e",0.35
"5298","5f6e50b66df91337616891fe",1,5,2,"Female","High","None","5765c0fcf2e23200017ded5e",0.15
"5299","655b6d4f57ae1636c0b4f647",1,7,8,"Female","High","None","5765c0fcf2e23200017ded5e",0.3
"5300","6569e9a278a24d3828aff150",1,5,4,"Male","Low","None","5765c0fcf2e23200017ded5e",0.15
"5301","57f2da5c6c19420001438d19",0,1,2,"Female","Low","E","5ec5925cb3d6035afea34d20",0.12
"5302","5c23c03889f035000173d7d7",0,4,4,"Female","High","E","5ec5925cb3d6035afea34d20",0.3
"5303","63c9fd72104f2f9bdc6b1fcc",0,1,4,"Male","High","E","5ec5925cb3d6035afea34d20",0.12
"5304","64d78f0b32711ec68958c832",0,4,2,"Male","Low","E","5ec5925cb3d6035afea34d20",0.3
"5305","5cd34d42fe890a00174debb5",0,3,3,"Male","Low","E","5ec5925cb3d6035afea34d20",0.3
"5306","652bfbba1a8bef9e38513d5c",0,4,1,"Female","Low","E","5ec5925cb3d6035afea34d20",0.3
"5307","6345bfdce5f06f5b4ee98ea8",0,2,2,"Male","High","E","5ec5925cb3d6035afea34d20",0.165
"5308","653d1b8a4739d6bcfc9d9879",0,2,2,"Female","Low","E","5ec5925cb3d6035afea34d20",0.165
"5309","64f386a35e66f7ad22b38ccf",1,3,6,"Female","High","E","5ec5925cb3d6035afea34d20",0
"5310","60cb3c4b9454f7a196355088",1,4,7,"Male","High","E","5ec5925cb3d6035afea34d20",0
"5311","612547f89bad5437aaecfa66",1,7,7,"Male","High","E","65368c3a27f9818abb93b30f",0.3
"5312","6287d1278f5285de4c237d50",0,4,3,"Male","Low","E","65368c3a27f9818abb93b30f",0.3
"5313","654371f34cabd62e8649aedd",1,9,7,"Female","High","E","65368c3a27f9818abb93b30f",0.475
"5314","5d1283351716480017019be7",0,6,5,"Female","Low","E","65368c3a27f9818abb93b30f",0.3
"5315","5fc3d41149c0c8728f07b95b",1,9,9,"Male","High","E","65368c3a27f9818abb93b30f",0.475
"5316","5d93aeb1cec22300195493fc",0,2,0,"Female","High","E","65368c3a27f9818abb93b30f",0.165
"5317","647e0f22b1d466181ae694c4",1,7,5,"Female","Low","E","65368c3a27f9818abb93b30f",0.3
"5318","63fa2f029381a13d9f2a36a8",0,4,1,"Female","Low","E","65368c3a27f9818abb93b30f",0.3
"5319","62ed458d61ebd1930833e95a",0,2,2,"Male","High","E","65368c3a27f9818abb93b30f",0.165
"5320","65486ad91a5493d24f94d4d1",1,6,7,"Male","High","E","65368c3a27f9818abb93b30f",0.25
"5321","5dd663c3cf8e7e5efc123950",0,6,4,"Male","High","E","61019fe1c6bc61fafe1c74fe",0.3
"5322","652d8afc5aaab078ef2baeb3",0,4,5,"Female","Low","E","61019fe1c6bc61fafe1c74fe",0.3
"5323","6555f62f633506d42cf023e6",1,3,7,"Male","Low","E","61019fe1c6bc61fafe1c74fe",0
"5324","62ed458d61ebd1930833e95a",0,2,2,"Male","High","E","61019fe1c6bc61fafe1c74fe",0.165
"5325","63ea6fc5092518554c9b8111",1,6,6,"Female","Low","E","61019fe1c6bc61fafe1c74fe",0.25
"5326","5dbaded2af6b8e0e8c3632ed",0,4,4,"Male","High","E","61019fe1c6bc61fafe1c74fe",0.3
"5327","5d79156e0c89aa0001026dc8",0,1,1,"Male","Low","E","61019fe1c6bc61fafe1c74fe",0.12
"5328","656c29aa6d8a2bdfd346239b",0,2,4,"Female","High","E","61019fe1c6bc61fafe1c74fe",0.165
"5329","572041d6fd3a5200093c1295",0,1,1,"Female","Low","E","61019fe1c6bc61fafe1c74fe",0.12
"5330","63bcf141136313265f65eec9",0,3,1,"Female","Low","E","61019fe1c6bc61fafe1c74fe",0.3
"5331","60933bb6e47eb28c880b93d9",0,4,5,"Female","High","None","5bf6fc936c445d0001aeba98",0.3
"5332","5fc7a6aaa7646c0009521161",1,8,9,"Male","High","None","5bf6fc936c445d0001aeba98",0.35
"5333","5953462b2d8f240001481c53",1,8,8,"Female","High","None","5bf6fc936c445d0001aeba98",0.35
"5334","655edbead5167a59c54d9353",1,7,6,"Female","High","None","5bf6fc936c445d0001aeba98",0.3
"5335","64d78f0b32711ec68958c832",0,4,2,"Male","Low","None","5bf6fc936c445d0001aeba98",0.3
"5336","616da8d2898bf561b8c61a05",1,7,4,"Male","Low","None","5bf6fc936c445d0001aeba98",0.3
"5337","6526c3297277ece1f3273549",0,2,3,"Male","High","None","5bf6fc936c445d0001aeba98",0.165
"5338","63d13b3934b1255e0954a471",0,5,2,"Female","Low","None","5bf6fc936c445d0001aeba98",0.3
"5339","6562f994412013dde08ac03e",0,5,5,"Male","High","None","5bf6fc936c445d0001aeba98",0.3
"5340","6446f3b2df3f3274b549bec6",0,2,2,"Female","Low","None","5bf6fc936c445d0001aeba98",0.165
"5341","5dcf4136cf8e7e086ea019e4",0,4,4,"Female","High","E","655e1e078be734de39615eea",0.3
"5342","62c2f70f10a2a5cf48c9ab2f",0,7,7,"Male","High","E","655e1e078be734de39615eea",0.3
"5343","5dfd077e3690bd03bfa91d48",0,7,3,"Male","Low","E","655e1e078be734de39615eea",0.3
"5344","5fac037f8861fb0f18c0b24d",0,5,7,"Male","High","E","655e1e078be734de39615eea",0.3
"5345","59f226a9d6380600018b2923",0,7,3,"Female","Low","E","655e1e078be734de39615eea",0.3
"5346","655e0ca502b090d564843968",0,7,7,"Female","Low","E","655e1e078be734de39615eea",0.3
"5347","567dd32b4f0ef30006dbb718",0,7,5,"Female","High","E","655e1e078be734de39615eea",0.3
"5348","6045a06a5ea7976e20f82c1f",0,7,9,"Male","Low","E","655e1e078be734de39615eea",0.3
"5349","63d569384ae2cf6d4dce7c32",0,5,6,"Female","High","E","655e1e078be734de39615eea",0.3
"5350","6568f424e6cd14a69a3ccba2",0,4,2,"Male","High","E","655e1e078be734de39615eea",0.3
"5351","61356a75a26f82d5cf223390",1,7,3,"Female","High","None","63ea5b695d3f16b10c21a530",0.3
"5352","650781823395fb5b973731f9",0,5,2,"Female","Low","None","63ea5b695d3f16b10c21a530",0.3
"5353","652d5dcfbf51f8f449531f8d",0,2,2,"Male","High","None","63ea5b695d3f16b10c21a530",0.165
"5354","654057a9a3cec121cea7c99b",0,2,4,"Female","High","None","63ea5b695d3f16b10c21a530",0.165
"5355","65384d4f1c35096f3f32e972",0,0,0,"Female","High","None","63ea5b695d3f16b10c21a530",0.015
"5356","6525f93eaf7f8fa31d6473a3",0,2,2,"Male","Low","None","63ea5b695d3f16b10c21a530",0.165
"5357","630cc9747cb664e8a03c29f0",1,7,5,"Male","High","None","63ea5b695d3f16b10c21a530",0.3
"5358","63ecff07b619306f41db42fa",0,5,3,"Male","Low","None","63ea5b695d3f16b10c21a530",0.3
"5359","653efdb0f60588dbb6c205cf",0,0,5,"Male","High","None","63ea5b695d3f16b10c21a530",0.015
"5360","656907a16ea276f3fef47618",0,2,3,"Female","Low","None","63ea5b695d3f16b10c21a530",0.165
"5361","63bc74f63269af3a7bfcec7c",0,3,3,"Female","Low","E","64151f08bb5879eb3a22d82b",0.3
"5362","6564cb5f7d4164d398e8d895",1,8,8,"Male","Low","E","64151f08bb5879eb3a22d82b",0.35
"5363","652d6ee4ed1a019d898ce377",1,6,2,"Male","Low","E","64151f08bb5879eb3a22d82b",0.25
"5364","5e224d74e8ec0753489bff2a",1,8,9,"Male","Low","E","64151f08bb5879eb3a22d82b",0.35
"5365","5e3adfc595ff562fbdd130fa",0,2,2,"Male","Low","E","64151f08bb5879eb3a22d82b",0.165
"5366","60fdf01326f76cc0c5be3d2f",1,8,10,"Female","High","E","64151f08bb5879eb3a22d82b",0.35
"5367","6560d46c513110ff4ae5d0c5",0,2,4,"Female","High","E","64151f08bb5879eb3a22d82b",0.165
"5368","5fd18d125e1f92195b1717bc",0,3,2,"Male","Low","E","64151f08bb5879eb3a22d82b",0.3
"5369","5d74001d391b6600175f433b",1,8,5,"Female","Low","E","64151f08bb5879eb3a22d82b",0.35
"5370","654656fff30bb961559e71af",1,6,4,"Female","High","E","64151f08bb5879eb3a22d82b",0.25
"5371","6568f424e6cd14a69a3ccba2",0,4,2,"Male","High","None","5eb14f940be27c23a52be442",0.3
"5372","567dd32b4f0ef30006dbb718",1,7,5,"Female","High","None","5eb14f940be27c23a52be442",0.3
"5373","5dcf4136cf8e7e086ea019e4",0,4,4,"Female","High","None","5eb14f940be27c23a52be442",0.3
"5374","62c2f70f10a2a5cf48c9ab2f",1,7,7,"Male","High","None","5eb14f940be27c23a52be442",0.3
"5375","6045a06a5ea7976e20f82c1f",1,7,9,"Male","Low","None","5eb14f940be27c23a52be442",0.3
"5376","5dfd077e3690bd03bfa91d48",1,7,3,"Male","Low","None","5eb14f940be27c23a52be442",0.3
"5377","59f226a9d6380600018b2923",1,7,3,"Female","Low","None","5eb14f940be27c23a52be442",0.3
"5378","5fac037f8861fb0f18c0b24d",0,5,7,"Male","High","None","5eb14f940be27c23a52be442",0.3
"5379","63d569384ae2cf6d4dce7c32",0,5,6,"Female","High","None","5eb14f940be27c23a52be442",0.3
"5380","655e0ca502b090d564843968",1,7,7,"Female","Low","None","5eb14f940be27c23a52be442",0.3
"5381","652c821a3d99a68b56fe9bcb",0,5,5,"Male","High","E","650da0e8a52c9d8be882ec49",0.3
"5382","63ea4471a837335f74ef0f68",1,6,6,"Male","High","E","650da0e8a52c9d8be882ec49",0.25
"5383","628bb39061393e64b1907bbb",1,6,3,"Male","High","E","650da0e8a52c9d8be882ec49",0.25
"5384","65640c5907bb3c72f8a7609f",1,6,6,"Female","High","E","650da0e8a52c9d8be882ec49",0.25
"5385","6068bf5914131f3a1a80a413",0,5,3,"Male","Low","E","650da0e8a52c9d8be882ec49",0.3
"5386","651c1abbc73b6eea8fa97193",0,4,3,"Female","Low","E","650da0e8a52c9d8be882ec49",0.3
"5387","5b9efb73d1ff7a00013bfe84",1,5,2,"Female","High","E","650da0e8a52c9d8be882ec49",0.15
"5388","63dac3039dddeaa909a790fb",1,5,3,"Female","Low","E","650da0e8a52c9d8be882ec49",0.15
"5389","5d1283351716480017019be7",1,6,5,"Female","Low","E","650da0e8a52c9d8be882ec49",0.25
"5390","6287d1278f5285de4c237d50",0,4,3,"Male","Low","E","650da0e8a52c9d8be882ec49",0.3
"5391","5da35e177f1f7d001405f60b",0,3,3,"Female","Low","None","653956505782634d6f0b83fc",0.3
"5392","5f6f864c7120345241397c40",0,3,6,"Male","Low","None","653956505782634d6f0b83fc",0.3
"5393","5bf349126f97050001e6a6e6",0,0,2,"Female","Low","None","653956505782634d6f0b83fc",0.015
"5394","5f202731ebb8a92abf3b7268",0,4,3,"Male","Low","None","653956505782634d6f0b83fc",0.3
"5395","5dfd077e3690bd03bfa91d48",1,7,3,"Male","Low","None","653956505782634d6f0b83fc",0.3
"5396","6085bb66296b0a411198d8fd",0,0,3,"Male","Low","None","653956505782634d6f0b83fc",0.015
"5397","5fa17ddeabc188288bde81c8",1,7,7,"Male","High","None","653956505782634d6f0b83fc",0.3
"5398","656624b0ff00776d2d29d4b5",0,4,3,"Female","Low","None","653956505782634d6f0b83fc",0.3
"5399","567dd32b4f0ef30006dbb718",1,7,5,"Female","High","None","653956505782634d6f0b83fc",0.3
"5400","5eddb464a77718acaaa72ab5",1,7,2,"Female","Low","None","653956505782634d6f0b83fc",0.3
"5401","653efdb0f60588dbb6c205cf",0,0,5,"Male","High","None","5f218f86a3a5b05784d9d371",0.015
"5402","643ab9c7dbf92589bedc45f6",1,8,6,"Female","Low","None","5f218f86a3a5b05784d9d371",0.35
"5403","5dbaded2af6b8e0e8c3632ed",0,4,4,"Male","High","None","5f218f86a3a5b05784d9d371",0.3
"5404","652fe0006f7b5322e54a6f71",0,0,9,"Female","Low","None","5f218f86a3a5b05784d9d371",0.015
"5405","5c022a94d183df000141f1e2",0,4,3,"Male","High","None","5f218f86a3a5b05784d9d371",0.3
"5406","60d50ceb7c563c73f91d9ec5",0,4,4,"Female","High","None","5f218f86a3a5b05784d9d371",0.3
"5407","5d5daa0457be9400014544ab",0,4,3,"Female","Low","None","5f218f86a3a5b05784d9d371",0.3
"5408","654fc8667e8dda30aa0070af",1,8,7,"Male","Low","None","5f218f86a3a5b05784d9d371",0.35
"5409","645179915e31c1aeb3dc8129",0,2,4,"Male","High","None","5f218f86a3a5b05784d9d371",0.165
"5410","6560d46c513110ff4ae5d0c5",0,2,4,"Female","High","None","5f218f86a3a5b05784d9d371",0.165
"5411","5ed59b175d4222135fddf229",1,8,5,"Male","High","None","638e1da5ecf3d22cdf23925b",0.35
"5412","656b651a848e68e0b05432fd",0,5,4,"Male","High","None","638e1da5ecf3d22cdf23925b",0.3
"5413","653e7b7ab22b84283cd3a324",0,4,4,"Male","Low","None","638e1da5ecf3d22cdf23925b",0.3
"5414","63cac85f8519383ef0422593",1,6,5,"Male","Low","None","638e1da5ecf3d22cdf23925b",0.25
"5415","650ee2022c307a83ad5ffd5d",0,5,4,"Male","High","None","638e1da5ecf3d22cdf23925b",0.3
"5416","646619d0918746fb726da63e",0,4,4,"Female","High","None","638e1da5ecf3d22cdf23925b",0.3
"5417","650b0eb2e8c0266da78521fb",1,8,8,"Female","High","None","638e1da5ecf3d22cdf23925b",0.35
"5418","61034787a79b4a6432034e1e",0,5,2,"Female","Low","None","638e1da5ecf3d22cdf23925b",0.3
"5419","58ccfada8460040001e1ec4f",0,5,5,"Female","High","None","638e1da5ecf3d22cdf23925b",0.3
"5420","6130948c797e3ff6838513f3",1,6,2,"Female","High","None","638e1da5ecf3d22cdf23925b",0.25
"5421","6082249a001f42155fac637d",0,5,2,"Female","High","None","63d40d346609b5cd9433adb7",0.3
"5422","652c821a3d99a68b56fe9bcb",0,5,5,"Male","High","None","63d40d346609b5cd9433adb7",0.3
"5423","64ef5620f0a6cf6a9568a4b4",0,5,4,"Male","High","None","63d40d346609b5cd9433adb7",0.3
