StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,QID2,QID3,QID21_First Click,QID21_Last Click,QID21_Page Submit,QID21_Click Count,QID10,QID11,QID12,QID13,QID14,QID15,QID16,QID17,QID18,QID19,Guess,Age,Gender,Ethnicity,Education,Comments,PROLIFIC_PID,Condition
2023-12-04 11:04:08,2023-12-04 11:10:26,IP Address,76.85.3.186,100,377,True,2023-12-04 11:10:26,R_25BJwK5TsEsHWbc,,,,,26.214,-98.3267,anonymous,EN,I agree to participate.,63ed2515d3fe6335b2c11094,15.801,99.383,300.024,14,36 feet,x = -2y,x15,13,2.07,42,6,180°,-6,4x2 + 16x + 48,2,49,Female,White or Caucasian,High school diploma or GED,none,63ed2515d3fe6335b2c11094,High
2023-12-04 11:03:03,2023-12-04 11:10:26,IP Address,24.205.46.96,100,442,True,2023-12-04 11:10:27,R_3IWT2cLUIC9bqUT,,,,,33.8681,-118.1831,anonymous,EN,I agree to participate.,60bc2284cfc4b7c2ab9cacdb,17.361,296.135,300.202,13,36 feet,x - 2 = y,x15,11,5.05,42,10,63°,3,2x2 + 7x + 24,1,48,Female,White or Caucasian,"Some college, but no degree",,60bc2284cfc4b7c2ab9cacdb,High
2023-12-04 11:04:21,2023-12-04 11:10:30,IP Address,47.183.185.26,100,369,True,2023-12-04 11:10:31,R_3Oq1svsnctikHxF,,,,,30.6667,-98.4419,anonymous,EN,I agree to participate.,5fb08ec5ddc19949a58f5a4f,6.629,182.839,300.02,26,36 feet,x = -2y,x15,11,2.06,-22,6,117°,-3,2x2 + 7x + 24,2,48,Female,White or Caucasian,"Some college, but no degree","Thank you for letting me participate. ",5fb08ec5ddc19949a58f5a4f,Low
2023-12-04 11:04:08,2023-12-04 11:10:31,IP Address,69.213.191.116,100,383,True,2023-12-04 11:10:32,R_2eQ33xTdKVmokRO,,,,,32.7226,-97.0785,anonymous,EN,I agree to participate.,5d4c7ac3e8ec490018b0050d,9.044,178.044,300.072,11,54 feet,x = -2,x15,13,2.07,42,12,180°,3,4x2 + 32x + 48,1,65,Female,Other,Associates or technical degree,,5d4c7ac3e8ec490018b0050d,Low
2023-12-04 11:03:53,2023-12-04 11:10:37,IP Address,174.162.20.81,100,403,True,2023-12-04 11:10:37,R_3mjVWodj7hkC8NK,,,,,42.6758,-82.9121,anonymous,EN,I agree to participate.,63469e0a9552017beb3cfb82,38.177,266.001,300.184,9,113 feet,x = -2y,x15,13,2.06,,6,63°,,4x2 + 32x + 48,6,41,Male,White or Caucasian,Bachelor’s degree,,63469e0a9552017beb3cfb82,Low
2023-12-04 11:02:59,2023-12-04 11:10:42,IP Address,74.90.245.0,100,463,True,2023-12-04 11:10:42,R_2uyTgGAzpcrqlT2,,,,,40.6462,-73.9559,anonymous,EN,I agree to participate.,5dced6a2e2dcbd02eeff753f,13.4,282.24,300.138,15,36 feet,x = -2y,x15,11,2.06,-34,6,180°,3,4x2 + 16x + 16,1,38,Female,Other,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","I feel sheepish because I had a set amount of time within which to do the math, but unfortunately I did not have pen and paper.  But I did my best!",5dced6a2e2dcbd02eeff753f,Low
2023-12-04 11:10:45,2023-12-04 11:10:45,IP Address,24.186.98.5,100,0,True,2023-12-04 11:10:46,R_2YyLJQgb6qSTwQT,,,,,40.325,-74.2682,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,65464f5122cb15acd453c66b,
2023-12-04 11:03:07,2023-12-04 11:10:46,IP Address,72.230.199.53,100,458,True,2023-12-04 11:10:47,R_2SJjWbAWS4VSo18,,,,,42.4617,-75.0534,anonymous,EN,I agree to participate.,5be0fb420d5adc0001d6d5b7,15.896,147.161,300.03,11,36 feet,x - 2 = y,x15,13,2.06,-22,12,117°,-3,4x2 + 16x + 16,2,49,Male,White or Caucasian,High school diploma or GED,good survey,5be0fb420d5adc0001d6d5b7,High
2023-12-04 11:05:03,2023-12-04 11:10:51,IP Address,172.125.151.165,100,348,True,2023-12-04 11:10:52,R_3PmLd3drLSQEMjE,,,,,34.024,-84.2396,anonymous,EN,I agree to participate.,64d6c42e2328deb02a2fedb9,15.13,286.967,300.017,48,36 feet,x = -2,x15,13,2.060154,-34,6,63°,3,,4,49,Female,Asian,Bachelor’s degree,,64d6c42e2328deb02a2fedb9,Low
2023-12-04 11:04:54,2023-12-04 11:10:51,IP Address,209.62.205.186,100,357,True,2023-12-04 11:10:52,R_1Hd7naNzsJWiDAN,,,,,29.5239,-90.3346,anonymous,EN,I agree to participate.,623a18947a1aec6e46030be1,5.907,291.986,300.113,12,36 feet,x - 2 = y,x15,13,5.05,-34,12,117°,6,4x2 + 16x + 16,3,34,Male,White or Caucasian,"Some college, but no degree",I am not great at Math :/,623a18947a1aec6e46030be1,High
2023-12-04 11:04:17,2023-12-04 11:10:54,IP Address,72.187.168.53,100,396,True,2023-12-04 11:10:55,R_ZIuIJuQoB4kI9A5,,,,,27.9623,-81.9375,anonymous,EN,I agree to participate.,652becadf20dbdfe37b610a9,63.157,235.792,300.115,6,113 feet,x = -2y,x15,11,2.06,,,,,,2,43,Male,White or Caucasian,Bachelor’s degree,,652becadf20dbdfe37b610a9,Low
2023-12-04 11:04:51,2023-12-04 11:10:55,IP Address,96.253.94.235,100,364,True,2023-12-04 11:10:55,R_1F9F7N0olZx0MY1,,,,,37.5157,-77.2758,anonymous,EN,I agree to participate.,65344ec64854d12a1baf93d6,7.836,115.096,300.152,10,36 feet,x - 2 = y,x15,11,2.060154,14,12,63°,-3,4x2 + 16x + 16,1,53,Female,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,65344ec64854d12a1baf93d6,High
2023-12-04 11:03:42,2023-12-04 11:11:04,IP Address,207.93.211.50,100,442,True,2023-12-04 11:11:05,R_30ppgyar6Akx0uT,,,,,39.7388,-104.9868,anonymous,EN,I agree to participate.,58752fed445a5f00019b4a3f,3.004,182.522,301.894,29,113 feet,x = -2,x15,13,2.06,-34,6,63°,-3,4x2 + 32x + 48,8,25,Male,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,58752fed445a5f00019b4a3f,Low
2023-12-04 11:05:28,2023-12-04 11:11:10,IP Address,74.83.127.87,100,341,True,2023-12-04 11:11:10,R_2ONf2TxWJjsOJqY,,,,,39.2413,-84.5455,anonymous,EN,I agree to participate.,5f1b0abbb84a5207673cb637,36.174,265.772,300.105,10,36 feet,x = -2y,x15,13,2.060154,-22,8,63°,-3,4x2 + 16x + 48,2,29,Female,White or Caucasian,Bachelor’s degree,,5f1b0abbb84a5207673cb637,High
2023-12-04 11:04:05,2023-12-04 11:11:12,IP Address,24.23.244.22,100,426,True,2023-12-04 11:11:13,R_8GNZ2oLru7LuFQB,,,,,37.3974,-122.001,anonymous,EN,I agree to participate.,656c29aa6d8a2bdfd346239b,10.732,291.526,300.011,5,36 feet,x = -2,x15,11,2.07,,,,,,4,43,Female,White or Caucasian,Associates or technical degree,Thank you for the study opportunity and the mathematics refresh.,656c29aa6d8a2bdfd346239b,High
2023-12-04 11:05:35,2023-12-04 11:11:31,IP Address,98.242.179.18,100,355,True,2023-12-04 11:11:32,R_1Dw1RUiyj9lkQpC,,,,,26.0219,-80.3003,anonymous,EN,I agree to participate.,655f96e689f922fe983fed35,1.908,272.467,300.118,25,113 feet,x = -2,x15,13,2.06,14,6,63°,3,4x2 + 32x + 48,6,28,Female,Asian,Bachelor’s degree,,655f96e689f922fe983fed35,High
2023-12-04 11:05:17,2023-12-04 11:11:40,IP Address,172.58.181.57,100,382,True,2023-12-04 11:11:41,R_2Vg54LtW20VxiZ4,,,,,32.7117,-96.9993,anonymous,EN,I agree to participate.,655edbead5167a59c54d9353,21.095,290.403,300.121,13,108 feet,x = -2,x8,11,2.06,-34,6,63°,3,4x2 + 32x + 48,6,25,Female,Black or African American,Bachelor’s degree,,655edbead5167a59c54d9353,High
2023-12-04 11:03:50,2023-12-04 11:11:59,IP Address,74.105.64.93,100,488,True,2023-12-04 11:11:59,R_3r0vI3WF2SsV9KD,,,,,40.8485,-74.0357,anonymous,EN,I agree to participate.,6526ba5706ea8e4e5cafde48,6.603,290.566,301.307,40,113 feet,x = -2y,x15,13,2.06,-34,6,63°,3,4x2 + 16x + 48,3,39,Male,Other,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,6526ba5706ea8e4e5cafde48,Low
2023-12-04 11:05:07,2023-12-04 11:12:02,IP Address,73.106.238.187,100,415,True,2023-12-04 11:12:03,R_20OoztB1IjhiJZW,,,,,33.7173,-84.4783,anonymous,EN,I agree to participate.,63d86d675509ff61463bddcd,25.421,205.205,300.116,17,108 feet,x = -2,x15,13,2.06,,,,,,2,27,Female,Black or African American,"Some college, but no degree",,63d86d675509ff61463bddcd,High
2023-12-04 11:05:54,2023-12-04 11:12:03,IP Address,166.181.81.218,100,368,True,2023-12-04 11:12:03,R_1dzdOz7tVmkjYvW,,,,,43.0382,-87.91,anonymous,EN,I agree to participate.,6168d307d622b1f522956be7,18.963,285.128,300.114,11,113 feet,x = -2y,x8,13,5.05,-34,8,63°,-6,4x2 + 32x + 48,6,45,Male,White or Caucasian,Associates or technical degree,,6168d307d622b1f522956be7,Low
2023-12-04 11:04:48,2023-12-04 11:12:09,IP Address,24.251.40.154,100,441,True,2023-12-04 11:12:09,R_1n70I40NwXMDRD5,,,,,32.2503,-110.945,anonymous,EN,I agree to participate.,652423321917b76cf71dfbbd,15.352,294.122,300.029,7,36 feet,x = -2,x15,13,2.06,14,6,,,,3,70,Female,White or Caucasian,Associates or technical degree,interesting,652423321917b76cf71dfbbd,High
2023-12-04 11:05:57,2023-12-04 11:12:22,IP Address,24.46.11.68,100,385,True,2023-12-04 11:12:23,R_1Q6lDSKzaaq5g3X,,,,,41.328,-74.1894,anonymous,EN,I agree to participate.,64776e3beba1085215214ec0,9.195,203.633,300.027,10,36 feet,x - 2 = y,x15,13,5.05,-22,8,63°,-6,4x2 + 16x + 48,3,50,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,64776e3beba1085215214ec0,Low
2023-12-04 11:06:37,2023-12-04 11:12:26,IP Address,68.131.104.126,100,349,True,2023-12-04 11:12:27,R_OjPM0YHGcx5SnDP,,,,,36.8848,-76.1472,anonymous,EN,I agree to participate.,635407b0f2c5045f78bd9326,22.428,256.59,300.208,12,113 feet,x = -2,x8,13,2.06,-34,6,63°,-3,4x2 + 32x + 48,6,29,Male,White or Caucasian,Bachelor’s degree,,635407b0f2c5045f78bd9326,High
2023-12-04 11:05:38,2023-12-04 11:12:28,IP Address,76.229.221.80,100,410,True,2023-12-04 11:12:29,R_7VxvkMg7dWw0ECJ,,,,,30.2441,-81.6155,anonymous,EN,I agree to participate.,638f8a0121203e0ddbf80e02,4.995,271.706,300.015,15,108 feet,x = -2y,x15,9,2.07,42,12,117°,-6,2x2 + 7x + 24,4,59,Female,White or Caucasian,"Some college, but no degree",thanks and at 59 some of those equations looked like grafftti to me..LOL,638f8a0121203e0ddbf80e02,High
2023-12-04 11:04:39,2023-12-04 11:12:32,IP Address,73.87.77.78,100,472,True,2023-12-04 11:12:32,R_3jeZsSJFBCSO8jk,,,,,38.8423,-77.0593,anonymous,EN,I agree to participate.,654650713282e9e8d26d0b86,36.124,293.737,300.131,17,113 feet,x = -2,x15,13,2.06,-34,12,63°,3,4x2 + 32x + 48,9,42,Male,White or Caucasian,Bachelor’s degree,I'd love to know how I scored,654650713282e9e8d26d0b86,High
2023-12-04 11:06:22,2023-12-04 11:12:33,IP Address,199.168.76.175,100,370,True,2023-12-04 11:12:34,R_2cBhqOBycicF3LG,,,,,39.9594,-86.0199,anonymous,EN,I agree to participate.,5a4c1ecaefd8df0001d34305,2.494,287.024,300.061,24,113 feet,x = -2y,x15,13,5.05,14,8,117°,-3,4x2 + 16x + 48,5,30,Male,White or Caucasian,High school diploma or GED,,5a4c1ecaefd8df0001d34305,High
2023-12-04 11:05:11,2023-12-04 11:12:34,IP Address,35.151.153.141,100,442,True,2023-12-04 11:12:34,R_1lc0T0SMasnqPeF,,,,,34.0014,-84.0144,anonymous,EN,I agree to participate.,6562565a6752019f98cf5c76,23.574,283.36,300.025,11,113 feet,y = -2,x15,13,2.07,42,6,117°,-6,4x2 + 16x + 48,3,58,Female,Black or African American,Associates or technical degree,super hard lol...,6562565a6752019f98cf5c76,Low
2023-12-04 11:06:11,2023-12-04 11:12:39,IP Address,216.152.180.223,100,387,True,2023-12-04 11:12:39,R_saHk82xsRxUIqfT,,,,,61.5883,-149.3959,anonymous,EN,I agree to participate.,644a9d92849b27eb99202a91,42.001,288.149,300.174,15,54 feet,x = -2y,x15,13,2.06,14,8,180°,6,2x2 + 7x + 24,3,56,Female,White or Caucasian,"Some college, but no degree",,644a9d92849b27eb99202a91,Low
2023-12-04 11:06:39,2023-12-04 11:12:40,IP Address,73.135.163.141,100,361,True,2023-12-04 11:12:41,R_1ohAWxxzaKxTj9p,,,,,39.2293,-76.6907,anonymous,EN,I agree to participate.,652d6ee4ed1a019d898ce377,10.287,286.857,300.145,14,36 feet,x = -2y,x15,11,2.06,-34,6,63°,6,,2,38,Male,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,652d6ee4ed1a019d898ce377,Low
2023-12-04 11:06:12,2023-12-04 11:12:50,IP Address,98.17.173.200,100,398,True,2023-12-04 11:12:51,R_23TEbZkYJwRTllz,,,,,31.4559,-82.8564,anonymous,EN,I agree to participate.,61310db855a32fc69c440550,27.676,282.639,300.137,26,36 feet,y = -2,x15,13,5.05,-22,8,63°,-6,4x2 + 32x + 48,3,41,Female,Black or African American,Bachelor’s degree,,61310db855a32fc69c440550,Low
2023-12-04 11:06:43,2023-12-04 11:12:54,IP Address,70.44.94.194,100,371,True,2023-12-04 11:12:55,R_UbvIrQUnckhlAv7,,,,,40.6561,-75.2336,anonymous,EN,I agree to participate.,56a914f0119265000c6e13c5,17.31,255.823,300.03,10,36 feet,x - 2 = y,x15,13,2.06,-22,8,63°,-3,4x2 + 16x + 16,0,39,Female,White or Caucasian,Bachelor’s degree,,56a914f0119265000c6e13c5,High
2023-12-04 11:07:08,2023-12-04 11:13:02,IP Address,76.37.97.136,100,353,True,2023-12-04 11:13:02,R_2PgNhz2of7Htbsj,,,,,42.0943,-76.8078,anonymous,EN,I agree to participate.,63fb4b7f05faed13656528f0,24.16,299.585,300.126,20,113 feet,x = -2y,x15,13,5.05,-34,6,63°,3,,1,55,Male,White or Caucasian,Bachelor’s degree,,63fb4b7f05faed13656528f0,Low
2023-12-04 11:05:51,2023-12-04 11:13:02,IP Address,98.197.4.6,100,431,True,2023-12-04 11:13:03,R_AnaYvQNN1vh3J85,,,,,29.7439,-95.6067,anonymous,EN,I agree to participate.,5f485c765324cf1ed7d564cd,7.532,281.628,301.646,28,113 feet,x = -2y,x15,13,2.06,,,,,,2,40,Female,Black or African American,"Some college, but no degree",,5f485c765324cf1ed7d564cd,Low
2023-12-04 11:07:02,2023-12-04 11:13:03,IP Address,76.35.190.9,100,361,True,2023-12-04 11:13:04,R_a5Xz7jalJnxs31D,,,,,40.0732,-82.4017,anonymous,EN,I agree to participate.,59f22a9fd6380600018b2929,10.245,233.931,300.076,13,36 feet,x - 2 = y,x15,11,2.06,42,6,63°,-3,4x2 + 32x + 48,2,27,Female,White or Caucasian,Bachelor’s degree,,59f22a9fd6380600018b2929,Low
2023-12-04 11:07:34,2023-12-04 11:13:20,IP Address,100.11.123.100,100,345,True,2023-12-04 11:13:20,R_3NVX0J7waCLXVq2,,,,,40.2363,-75.296,anonymous,EN,I agree to participate.,5fc7a6aaa7646c0009521161,33.171,284.793,300.165,30,113 feet,x - 2 = y,x15,13,2.06,-34,6,63°,-3,4x2 + 32x + 48,9,52,Male,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,5fc7a6aaa7646c0009521161,High
2023-12-04 11:06:12,2023-12-04 11:13:27,IP Address,98.58.24.161,100,434,True,2023-12-04 11:13:27,R_2vigTrZQEcPhpPA,,,,,26.5544,-81.9021,anonymous,EN,I agree to participate.,5e3adfc595ff562fbdd130fa,35.637,201.005,301.303,11,54 feet,x - 2 = y,x15,9,2.06,14,12,117°,-6,4x2 + 16x + 16,2,36,Male,White or Caucasian,High school diploma or GED,,5e3adfc595ff562fbdd130fa,Low
2023-12-04 11:04:17,2023-12-04 11:13:55,IP Address,104.186.234.163,100,578,True,2023-12-04 11:13:56,R_2Ck3gdhswbLBlMO,,,,,36.0322,-79.8588,anonymous,EN,I agree to participate.,567dd32b4f0ef30006dbb718,1.233,277.914,300.122,25,36 feet,x = -2,x15,13,2.06,-34,8,63°,6,4x2 + 32x + 48,5,57,Female,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,567dd32b4f0ef30006dbb718,High
2023-12-04 11:07:21,2023-12-04 11:13:57,IP Address,142.196.234.83,100,395,True,2023-12-04 11:13:57,R_2xV67vLwBzV5dUL,,,,,28.6529,-81.2106,anonymous,EN,I agree to participate.,637058f9e7a26c452d1cc49a,40.003,298.723,300.019,10,,x = -2,x15,11,2.07,-34,8,63°,,,4,63,Female,White or Caucasian,Associates or technical degree,,637058f9e7a26c452d1cc49a,High
2023-12-04 11:08:06,2023-12-04 11:14:09,IP Address,99.50.128.228,100,362,True,2023-12-04 11:14:10,R_8wzyyh8XxbBlUvn,,,,,34.1078,-84.5026,anonymous,EN,I agree to participate.,609449f609ad18c98dba5787,5.497,116.47,300.198,15,113 feet,x = -2,x15,13,2.060154,-22,6,,-6,4x2 + 16x + 48,2,32,Female,White or Caucasian,Bachelor’s degree,,609449f609ad18c98dba5787,Low
2023-12-04 11:08:01,2023-12-04 11:14:10,IP Address,24.161.8.221,100,369,True,2023-12-04 11:14:11,R_3PufTNrfuArKiJA,,,,,41.534,-74.0492,anonymous,EN,I agree to participate.,5fc3d41149c0c8728f07b95b,10.979,257.788,301.889,51,113 feet,x = -2,x15,13,2.06,-34,6,117°,3,4x2 + 32x + 48,9,32,Male,White or Caucasian,High school diploma or GED,,5fc3d41149c0c8728f07b95b,High
2023-12-04 11:08:13,2023-12-04 11:14:14,IP Address,174.86.183.34,100,361,True,2023-12-04 11:14:15,R_2q7RtzFW6KPu22P,,,,,38.5759,-90.5167,anonymous,EN,I agree to participate.,6082249a001f42155fac637d,4.171,296.06,300.112,25,54 feet,x = -2,x15,13,2.06,14,6,117°,-6,,2,57,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,6082249a001f42155fac637d,High
2023-12-04 11:07:02,2023-12-04 11:14:23,IP Address,107.4.78.94,100,441,True,2023-12-04 11:14:24,R_2dXAwLBBxDC4bmU,,,,,43.0573,-83.7498,anonymous,EN,I agree to participate.,5e42f74f5b772a18434cabf7,22.413,220.357,300.022,4,108 feet,x - 2 = y,,,,,12,117°,,,0,56,Female,White or Caucasian,High school diploma or GED,"no except I have no idea how to compute that math ",5e42f74f5b772a18434cabf7,Low
2023-12-04 11:08:52,2023-12-04 11:14:30,IP Address,96.239.106.137,100,338,True,2023-12-04 11:14:31,R_eVfG7NhEpvnOW9H,,,,,40.8777,-73.908,anonymous,EN,I agree to participate.,653fb726d2b45b03e76d0c42,41.357,299.067,300.111,9,113 feet,x - 2 = y,x15,13,5.05,,6,63°,3,4x2 + 32x + 48,5,33,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,653fb726d2b45b03e76d0c42,Low
2023-12-04 11:06:47,2023-12-04 11:14:33,IP Address,47.222.107.137,100,466,True,2023-12-04 11:14:34,R_sXqJjmInbxrb6Rr,,,,,32.6557,-96.5566,anonymous,EN,I agree to participate.,6272b9dfc470a51d5fa0e6ea,45.47,299.573,300.145,16,113 feet,x = -2y,x25,13,2.07,14,8,180°,3,4x2 + 32x + 48,6,42,Male,Asian,Associates or technical degree,,6272b9dfc470a51d5fa0e6ea,High
2023-12-04 11:07:51,2023-12-04 11:14:37,IP Address,98.195.206.231,100,405,True,2023-12-04 11:14:38,R_3CEfwcgm8qw8s7K,,,,,29.7388,-95.8309,anonymous,EN,I agree to participate.,63d808ea16057197cc58cf6d,13.354,293.338,300.015,41,113 feet,x - 2 = y,x15,13,2.06,-34,6,63°,3,4x2 + 32x + 48,8,30,Male,White or Caucasian,Bachelor’s degree,,63d808ea16057197cc58cf6d,Low
2023-12-04 11:08:21,2023-12-04 11:14:39,IP Address,75.89.112.153,100,377,True,2023-12-04 11:14:40,R_28MW1gO7cmg4OSi,,,,,38.0463,-85.5608,anonymous,EN,I agree to participate.,5f5118e954b2e12ef9c52231,34.164,280.499,300.115,11,108 feet,x = -2y,x15,11,2.06,-34,10,63°,-3,,2,49,Female,White or Caucasian,Bachelor’s degree,,5f5118e954b2e12ef9c52231,Low
2023-12-04 11:08:10,2023-12-04 11:14:40,IP Address,173.68.117.223,100,389,True,2023-12-04 11:14:41,R_3ekna5eh0rNpSBC,,,,,40.7429,-73.9392,anonymous,EN,I agree to participate.,611bf5c145247a98f2eb23e1,65.137,298.79,300.016,10,113 feet,x = -2y,x15,13,2.06,-34,6,63°,,,6,26,Female,White or Caucasian,Bachelor’s degree,,611bf5c145247a98f2eb23e1,High
2023-12-04 11:05:32,2023-12-04 11:14:50,IP Address,70.187.168.147,100,557,True,2023-12-04 11:14:50,R_pfpGpAcVPHWRMNb,,,,,33.624,-117.7935,anonymous,EN,I agree to participate.,5be08e69610cba000151f1f7,6.392,239.475,301.373,19,36 feet,x = -2y,x15,13,5.05,-34,6,63°,3,4x2 + 32x + 48,3,27,Male,Other,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",none,5be08e69610cba000151f1f7,Low
2023-12-04 11:06:44,2023-12-04 11:14:54,IP Address,172.58.209.126,100,490,True,2023-12-04 11:14:55,R_2QJKEbgmB7WKHMt,,,,,33.9555,-118.2863,anonymous,EN,I agree to participate.,654b9e50dc38506c10831a0b,21.328,313.359,315.267,20,113 feet,x = -2y,x15,13,2.060154,-34,6,117°,-3,4x2 + 32x + 48,7,36,Male,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,654b9e50dc38506c10831a0b,High
2023-12-04 10:49:52,2023-12-04 11:15:00,IP Address,24.230.71.218,100,1507,True,2023-12-04 11:15:00,R_2zebKGlMkoKt7Bp,,,,,44.3695,-100.3211,anonymous,EN,I agree to participate.,5df63faaa98a7a45159a9bba,3.056,47.226,326.531,18,54 feet,x - 2 = y,x8,13,5.05,42,12,117°,-3,4x2 + 16x + 48,4,41,Male,White or Caucasian,Bachelor’s degree,,5df63faaa98a7a45159a9bba,High
2023-12-04 11:09:08,2023-12-04 11:15:05,IP Address,74.108.59.226,100,356,True,2023-12-04 11:15:06,R_10IW4L1Du9PazD2,,,,,40.8646,-73.8981,anonymous,EN,I agree to participate.,63d569384ae2cf6d4dce7c32,20.079,280.552,300.019,9,54 feet,x - 2 = y,x15,13,2.06,-34,12,63°,,,6,49,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,63d569384ae2cf6d4dce7c32,High
2023-12-04 11:08:52,2023-12-04 11:15:11,IP Address,68.77.49.233,100,378,True,2023-12-04 11:15:12,R_vD02RrZ43b3Jtst,,,,,38.2213,-85.7396,anonymous,EN,I agree to participate.,653d1b8a4739d6bcfc9d9879,20.347,104.945,300.072,55,36 feet,x = -2,x8,11,5.05,42,6,117°,-6,4x2 + 16x + 48,2,20,Female,Black or African American,High school diploma or GED,,653d1b8a4739d6bcfc9d9879,Low
2023-12-04 11:08:15,2023-12-04 11:15:15,IP Address,107.129.93.241,100,420,True,2023-12-04 11:15:16,R_3M55POXov0NZQ7Q,,,,,37.4967,-122.2665,anonymous,EN,I agree to participate.,650072ae8de93bfe76ee318d,20.656,197.839,300.027,10,108 feet,x = -2y,x15,13,5.05,,,,,,4,71,Male,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","I'm good at math, and usually good at quizzes, but I did not think about going through and doing the easy ones first so I got stuck on one for a while.  Next time I will do a better job !",650072ae8de93bfe76ee318d,High
2023-12-04 11:08:02,2023-12-04 11:15:20,IP Address,173.88.255.82,100,438,True,2023-12-04 11:15:21,R_3MLQy7qtfjSnmfR,,,,,41.1413,-81.3445,anonymous,EN,I agree to participate.,60d3740f31606cb50e49f00c,65.242,203.544,301.436,13,113 feet,x = -2,x15,13,2.06,-34,6,180°,3,4x2 + 16x + 48,1,32,Male,White or Caucasian,Bachelor’s degree,,60d3740f31606cb50e49f00c,Low
2023-12-04 11:09:26,2023-12-04 11:15:27,IP Address,174.242.74.100,100,360,True,2023-12-04 11:15:27,R_1r0tSFGsqB5w8hw,,,,,42.3498,-71.0765,anonymous,EN,I agree to participate.,628277d1d5efc2ba7e3f96ed,12.453,112.724,300.157,11,36 feet,x - 2 = y,x15,13,2.060154,-22,6,117°,-3,4x2 + 16x + 48,2,54,Male,White or Caucasian,Bachelor’s degree,None,628277d1d5efc2ba7e3f96ed,High
2023-12-04 11:08:42,2023-12-04 11:15:27,IP Address,104.182.73.53,100,404,True,2023-12-04 11:15:28,R_1i2OEiKke6FjRm9,,,,,38.7987,-90.5034,anonymous,EN,I agree to participate.,64a826f6220bf56dca731156,8.218,78.434,300.016,11,108 feet,x - 2 = y,x15,13,5.05,42,6,180°,-3,4x2 + 16x + 48,2,65,Female,White or Caucasian,Bachelor’s degree,,64a826f6220bf56dca731156,High
2023-12-04 11:09:26,2023-12-04 11:15:28,IP Address,97.115.96.220,100,361,True,2023-12-04 11:15:28,R_8BzMKb72TF9ZNHb,,,,,45.4804,-122.5891,anonymous,EN,I agree to participate.,5ed59b175d4222135fddf229,27.608,258.178,300.009,11,108 feet,x = -2,x15,13,5.05,-34,6,63°,3,4x2 + 32x + 48,5,51,Male,White or Caucasian,Bachelor’s degree,,5ed59b175d4222135fddf229,High
2023-12-04 11:07:39,2023-12-04 11:15:30,IP Address,75.57.34.12,100,470,True,2023-12-04 11:15:31,R_5nnxkzGhsUSDv1v,,,,,33.9406,-83.9563,anonymous,EN,I agree to participate.,6564ea3f09ef57b9f200a136,46.935,297.449,300.118,11,113 feet,y = -2,x8,11,5.05,-34,6,63°,-3,4x2 + 32x + 48,3,33,Female,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,6564ea3f09ef57b9f200a136,Low
2023-12-04 11:08:31,2023-12-04 11:15:33,IP Address,71.185.20.138,100,421,True,2023-12-04 11:15:33,R_3Dhy9rxt1nbbCnI,,,,,39.9828,-75.8239,anonymous,EN,I agree to participate.,5ddee8912e6c77e798b5882f,7.006,151.761,300.126,16,36 feet,x = -2y,x8,13,2.06,-22,6,297°,-3,4x2 + 16x + 48,5,24,Male,White or Caucasian,Bachelor’s degree,,5ddee8912e6c77e798b5882f,High
2023-12-04 11:09:44,2023-12-04 11:15:44,IP Address,173.73.188.70,100,359,True,2023-12-04 11:15:45,R_1OPPmujAqygksXb,,,,,38.9064,-77.1278,anonymous,EN,I agree to participate.,63b0953847122ffebd8a5991,29.833,270.174,300.065,22,113 feet,,,13,,,,,,,2,60,Female,White or Caucasian,Bachelor’s degree,,63b0953847122ffebd8a5991,High
