StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,QID2,QID3,QID21_First Click,QID21_Last Click,QID21_Page Submit,QID21_Click Count,CT&PS4,CT&PS6,CT&PS8,EI1,EI4,EI5,EI9,S&C4,S&C6,S&C8,Guess,Guess_L,Age,Gender,Ethnicity,Education,Comments,SC0,PROLIFIC_PID,default,Score
2024-05-16 11:52:39,2024-05-16 12:00:25,IP Address,76.210.113.0,100,465,True,2024-05-16 12:00:25,R_7m1bd0hVelaZoNH,,,,,41.6005,-83.6251,anonymous,EN,I agree to participate.,648a20d992b7fa8718009072,6.163,249.358,300.125,45,once in a blue moon,operation without pain,small talk,playful,sarcastic,fantasizing,playful,Maintaining eye contact with the audience,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",,Compete against the Low Performer Group,65,Female,White or Caucasian,Bachelor’s degree,,6,648a20d992b7fa8718009072,Low,6
2024-05-16 11:47:08,2024-05-16 12:00:56,IP Address,76.14.58.131,100,828,True,2024-05-16 12:00:57,R_1P6SFX37bdlrbjf,,,,,37.9208,-122.0182,anonymous,EN,I agree to participate.,60ba366b3792b3b40b6716bc,1.486,133.777,300.011,10,Once in a blue moon,operation,small talk,playful,worried,uneasy,doubtful,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",Compete against the Low Performer Group,,36,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,8,60ba366b3792b3b40b6716bc,High,8
2024-05-16 11:51:23,2024-05-16 12:01:25,IP Address,67.235.181.201,100,601,True,2024-05-16 12:01:26,R_71LDYlrjsHe5H3q,,,,,28.5981,-81.3515,anonymous,EN,I agree to participate.,61140514150f4cdab3ba1f21,9.718,257.339,300.041,31,,,smalltalk,playful,worried,fantasizing,doubtful,Maintaining eye contact with the audience,To understand and respect cultural differences,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",Compete against the Low Performer Group,,30,Female,Other,High school diploma or GED,,5,61140514150f4cdab3ba1f21,High,5
2024-05-16 11:53:31,2024-05-16 12:01:54,IP Address,204.186.126.43,100,502,True,2024-05-16 12:01:55,R_2ZHuMBo9sLV9OxK,,,,,40.6858,-75.6237,anonymous,EN,I agree to participate.,640266a614e4080b6cf0deac,7.542,298.459,300.176,33,"ONCE,MOON,ON","ORTO,ROOT,TORO,OR",To deliver speech,playful,irritated,fantasizing,affectionate,,,,Compete against the Low Performer Group,,27,Male,Black or African American,Bachelor’s degree,,1,640266a614e4080b6cf0deac,High,1
2024-05-16 11:55:19,2024-05-16 12:02:00,IP Address,23.112.178.217,100,401,True,2024-05-16 12:02:01,R_7nW3Z5TjLqyQxep,,,,,35.2426,-80.741,anonymous,EN,I agree to participate.,622a426e8900cf2b495353e8,16.962,129.197,300.2,9,once in a blue moon,,small talk,playful,worried,fantasizing,playful,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",Compete against the Low Performer Group,,54,Female,Black or African American,"Some college, but no degree",n/a,6,622a426e8900cf2b495353e8,High,6
2024-05-16 11:54:15,2024-05-16 12:02:05,IP Address,67.140.205.139,100,469,True,2024-05-16 12:02:06,R_5st42jQAyL16cZb,,,,,34.5701,-83.3091,anonymous,EN,I agree to participate.,6563879d3bc246c47feefc26,0.332,270.128,300.133,248,Once more,Overrated,Small talk,irritated,irritated,fantasizing,doubtful,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",,Compete against the Low Performer Group,54,Female,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,4,6563879d3bc246c47feefc26,Low,4
2024-05-16 11:50:11,2024-05-16 12:02:05,IP Address,47.217.128.144,100,714,True,2024-05-16 12:02:06,R_5upDkLury6pjoJ3,,,,,35.7445,-95.3451,anonymous,EN,I agree to participate.,6634054c2fb7255edc9506da,21.935,299.242,300.035,52,once in a blue moon,,small talk,irritated,worried,dispirited,affectionate,Speaking confidently,To understand and respect cultural differences,"""Thank you. Can I come back to you after I look online for some resources to help me fix it?""",,Compete against the Low Performer Group,36,Male,White or Caucasian,High school diploma or GED,,4,6634054c2fb7255edc9506da,Low,4
2024-05-16 11:53:45,2024-05-16 12:02:06,IP Address,68.109.10.2,100,501,True,2024-05-16 12:02:07,R_30k2TJzcd9X4YD4,,,,,30.515,-86.4844,anonymous,EN,I agree to participate.,65cbb49693940ca0627dbc8d,2.256,290.02,300.082,27,once in a full moon,,small talk,playful,worried,uneasy,affectionate,Maintaining eye contact with the audience,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",,Compete against the Low Performer Group,49,Female,Asian,Associates or technical degree,,7,65cbb49693940ca0627dbc8d,Low,7
2024-05-16 11:55:10,2024-05-16 12:02:10,IP Address,174.243.176.128,100,419,True,2024-05-16 12:02:10,R_5QJJ63fKlUNCGIX,,,,,34.0121,-117.6883,anonymous,EN,I agree to participate.,63d1819e544fa53e891614ec,8.386,175.532,300.049,27,once in a blue moon,,small talk,playful,irritated,fantasizing,affectionate,Maintaining eye contact with the audience,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",,Compete against the Low Performer Group,36,Female,White or Caucasian,"Some college, but no degree",,6,63d1819e544fa53e891614ec,Low,6
2024-05-16 11:55:44,2024-05-16 12:02:10,IP Address,47.225.97.36,100,386,True,2024-05-16 12:02:11,R_3ZQFK7HDc2ny57r,,,,,42.9698,-85.9212,anonymous,EN,I agree to participate.,615deb85c655c2768d2b5caa,0.721,118.345,312.543,14,once upon a moon,,small talk,playful,worried,uneasy,affectionate,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",,Compete against the Low Performer Group,26,Male,White or Caucasian,High school diploma or GED,,6,615deb85c655c2768d2b5caa,Low,6
2024-05-16 11:52:17,2024-05-16 12:02:14,IP Address,54.215.165.143,100,597,True,2024-05-16 12:02:15,R_2qg5Nu0vgdIrbQe,,,,,37.1835,-121.7714,anonymous,EN,I agree to participate.,5c7ecfbb4243370001ed2f0e,1.801,162.65,300.145,13,Moon Once,Over,talk,playful,worried,fantasizing,doubtful,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",Compete against the High Performer Group,,26,Female,Asian,Bachelor’s degree,,5,5c7ecfbb4243370001ed2f0e,High,5
2024-05-16 11:56:07,2024-05-16 12:02:25,IP Address,70.110.139.35,100,377,True,2024-05-16 12:02:25,R_8y2iwTAhhmKRSFw,,,,,39.9792,-75.1279,anonymous,EN,I agree to participate.,637e92d12d4fe28339910c84,13.33,287.254,300.067,153,once in a blue moon,,speak,playful,,fantasizing,affectionate,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",Compete against the High Performer Group,,25,Female,Black or African American,High school diploma or GED,,4,637e92d12d4fe28339910c84,High,4
2024-05-16 11:55:07,2024-05-16 12:02:26,IP Address,75.118.47.195,100,438,True,2024-05-16 12:02:27,R_2qrPGZkfZMtjmFi,,,,,41.2463,-81.831,anonymous,EN,I agree to participate.,6644c703d8e32fd739ab1622,2.776,152.879,300.023,11,once in a blue moon,undercover operation,small talk,playful,worried,uneasy,affectionate,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",,Compete against the Low Performer Group,64,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,7,6644c703d8e32fd739ab1622,Low,7
2024-05-16 11:52:43,2024-05-16 12:02:59,IP Address,47.183.237.110,100,615,True,2024-05-16 12:02:59,R_39aX3UQP4flRw8s,,,,,32.915,-96.6751,anonymous,EN,I agree to participate.,5ce9be3a7d69950001cd9959,6.481,248.217,300.071,31,Once in a blue moon,Operation,Small talk,irritated,worried,fantasizing,doubtful,Maintaining eye contact with the audience,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",,Compete against the Low Performer Group,32,Male,White or Caucasian,Associates or technical degree,This study was very fun to complete as I enjoyed figuring out what the answers were.,7,5ce9be3a7d69950001cd9959,Low,7
2024-05-16 11:53:17,2024-05-16 12:03:05,IP Address,75.231.57.21,100,587,True,2024-05-16 12:03:05,R_39Lvmm3xjo01BzX,,,,,44.9509,-93.3366,anonymous,EN,I agree to participate.,6443e32d9b92b88d2fd504f1,67.435,291.294,300.1,31,moon shine,author,talk,comforting,worried,apologetic,affectionate,Speaking confidently,To understand and respect cultural differences,"""I appreciate your honesty but let's ignore what's bad and focus on what's good. What did you like about it?""",Compete against the High Performer Group,,54,Male,Black or African American,Bachelor’s degree,NA,2,6443e32d9b92b88d2fd504f1,High,2
2024-05-16 11:56:24,2024-05-16 12:05:30,IP Address,73.114.129.14,100,545,True,2024-05-16 12:05:31,R_5PBq8xv3XGgvFLp,,,,,41.3908,-73.4483,anonymous,EN,I agree to participate.,60821a94db2dbf765571caf8,3.9,287.455,300.184,16,once in a blue moon,painless operation,small talk,playful,worried,uneasy,doubtful,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",Compete against the High Performer Group,,64,Female,White or Caucasian,Bachelor’s degree,Thank you!,9,60821a94db2dbf765571caf8,High,9
2024-05-16 11:59:13,2024-05-16 12:05:37,IP Address,75.130.137.231,100,384,True,2024-05-16 12:05:38,R_5g8vmqGsvbIlixe,,,,,35.4875,-81.1755,anonymous,EN,I agree to participate.,5a1db2220fff620001a6e209,1.875,286.49,300.198,15,Once in a blue moon,,small talk,playful,worried,fantasizing,doubtful,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",Compete against the High Performer Group,,41,Male,White or Caucasian,Bachelor’s degree,,7,5a1db2220fff620001a6e209,High,7
2024-05-16 11:56:40,2024-05-16 12:05:48,IP Address,99.7.125.156,100,548,True,2024-05-16 12:05:49,R_1safAGDFD6NdV36,,,,,34.2666,-118.7643,anonymous,EN,I agree to participate.,657db19ca4e2e63c2eb7296f,4.526,230.457,300.112,15,Once in a blue moon,,talk box,playful,worried,fantasizing,affectionate,Maintaining eye contact with the audience,To understand and respect cultural differences,"""Thank you. Can I come back to you after I look online for some resources to help me fix it?""",,Compete against the Low Performer Group,49,Male,Asian,Bachelor’s degree,"Thank you, enjoy your day!",5,657db19ca4e2e63c2eb7296f,Low,5
2024-05-16 11:59:10,2024-05-16 12:06:32,IP Address,67.177.224.226,100,442,True,2024-05-16 12:06:33,R_3Gy4atQ84rOwsEt,,,,,40.387,-105.0938,anonymous,EN,I agree to participate.,66045bbc41315e6d4151f0c4,6.425,153.816,300.016,10,Once in a blue moon,NONE,Small talk,irritated,worried,uneasy,doubtful,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",,Compete against the Low Performer Group,55,Female,White or Caucasian,"Some college, but no degree",None,7,66045bbc41315e6d4151f0c4,Low,7
2024-05-16 12:00:13,2024-05-16 12:06:42,IP Address,172.56.96.48,100,389,True,2024-05-16 12:06:43,R_1HpGhlB0uPPp9zy,,,,,28.0206,-82.4574,anonymous,EN,I agree to participate.,647bbb93aebd39c3a3c3a400,11.61,263.264,300.1,75,"Moody ",,,playful,worried,uneasy,doubtful,Speaking confidently,To avoid communication with people from different cultures,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",,Compete against the Low Performer Group,50,Male,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,4,647bbb93aebd39c3a3c3a400,Low,4
2024-05-16 12:00:48,2024-05-16 12:07:10,IP Address,45.48.16.75,100,382,True,2024-05-16 12:07:11,R_1HN2oljdPw6RBJf,,,,,34.0769,-118.2076,anonymous,EN,I agree to participate.,5bb58e338f3bd70001e5df57,17.066,126.756,300.119,12,once over the moon,no,small talk,playful,worried,fantasizing,aghast,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",Compete against the Low Performer Group,,46,Male,White or Caucasian,"Some college, but no degree",thanks!,5,5bb58e338f3bd70001e5df57,High,5
2024-05-16 12:01:14,2024-05-16 12:07:29,IP Address,96.39.239.122,100,375,True,2024-05-16 12:07:30,R_7ee0cjE1x2NLFtP,,,,,34.137,-118.2376,anonymous,EN,I agree to participate.,5bf0b1ecaf38d100016bd609,1.622,118.928,300.02,14,"once in a blue moon ","i'm over it now ",small talk,playful,worried,fantasizing,affectionate,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",,Compete against the Low Performer Group,38,Male,White or Caucasian,Bachelor’s degree,,5,5bf0b1ecaf38d100016bd609,Low,5
2024-05-16 11:59:37,2024-05-16 12:09:00,IP Address,73.161.111.39,100,562,True,2024-05-16 12:09:01,R_8rdY6r8ge6biVEL,,,,,42.4263,-82.9014,anonymous,EN,I agree to participate.,5bac1d9dc1155b0001175e55,5.744,257.479,300.15,15,Once in a blue moon,,small talk,playful,worried,fantasizing,affectionate,Maintaining eye contact with the audience,To understand and respect cultural differences,"""Thank you. Can I come back to you after I look online for some resources to help me fix it?""",Compete against the High Performer Group,,48,Female,Black or African American,"Some college, but no degree",,6,5bac1d9dc1155b0001175e55,High,6
2024-05-16 12:02:00,2024-05-16 12:09:05,IP Address,68.113.186.178,100,424,True,2024-05-16 12:09:05,R_3Piz0rjJqaMAU7L,,,,,40.7574,-99.1408,anonymous,EN,I agree to participate.,6549361190dc221dcf738b39,21.761,245.28,300.022,12,Once in a blue moon,Operation,Small talk,irritated,worried,fantasizing,doubtful,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",Compete against the High Performer Group,,24,Female,White or Caucasian,"Some college, but no degree",,6,6549361190dc221dcf738b39,High,6
2024-05-16 11:53:54,2024-05-16 12:09:05,IP Address,98.109.147.111,100,911,True,2024-05-16 12:09:06,R_5qBPJ1QpTU1McoS,,,,,40.4442,-74.13,anonymous,EN,I agree to participate.,5c237be889f035000173c96c,2.044,296.01,300.086,53,Cow jumped over the moon,Overstood,Small talk,playful,worried,fantasizing,doubtful,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",Compete against the High Performer Group,,71,Male,White or Caucasian,"Some college, but no degree",That was fun,6,5c237be889f035000173c96c,High,6
2024-05-16 12:01:20,2024-05-16 12:09:16,IP Address,216.164.252.30,100,476,True,2024-05-16 12:09:17,R_15yVdEaPSTJxgcD,,,,,40.6027,-75.4778,anonymous,EN,I agree to participate.,615504bb4a1b3dfd4a773dcd,4.928,250.641,300.013,12,Once in a Blue Moon,over and under,small talk,playful,worried,fantasizing,playful,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",,Compete against the High Performer Group,43,Male,White or Caucasian,"Some college, but no degree",,6,615504bb4a1b3dfd4a773dcd,Low,6
2024-05-16 12:03:01,2024-05-16 12:09:47,IP Address,75.109.28.236,100,405,True,2024-05-16 12:09:48,R_77r2vDt4R6CEgGY,,,,,37.3017,-80.7256,anonymous,EN,I agree to participate.,6319d10bcb4da9920a69e261,7.001,291.212,300.025,13,once in a blue moon,operati,small talk,playful,irritated,fantasizing,affectionate,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",,Compete against the High Performer Group,35,Male,White or Caucasian,"Some college, but no degree",,5,6319d10bcb4da9920a69e261,Low,5
2024-05-16 12:03:05,2024-05-16 12:10:01,IP Address,75.89.187.32,100,415,True,2024-05-16 12:10:02,R_8VkIqb0ZvZy3HNL,,,,,34.5875,-83.753,anonymous,EN,I agree to participate.,66461994e103419718948598,16.041,250.843,300.078,22,Once in a blue moon,Painless operation,"Talk quietly ",comforting,worried,uneasy,doubtful,Maintaining eye contact with the audience,To understand and respect cultural differences,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",,Compete against the High Performer Group,25,Male,Asian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Interesting survey!,7,66461994e103419718948598,Low,7
2024-05-16 12:04:43,2024-05-16 12:11:00,IP Address,98.212.84.169,100,377,True,2024-05-16 12:11:01,R_3k0NxoL3rnypPgl,,,,,40.1047,-88.2062,anonymous,EN,I agree to participate.,663196c1ffc03b67904d0401,3.73,139.8,300.037,15,"once between the moon ","operation ","small talk ",irritated,worried,uneasy,playful,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",Compete against the High Performer Group,,53,Male,White or Caucasian,Bachelor’s degree,,4,663196c1ffc03b67904d0401,High,4
2024-05-16 12:04:20,2024-05-16 12:11:21,IP Address,67.164.254.131,100,420,True,2024-05-16 12:11:22,R_1FstgdYi0dWpXea,,,,,39.7593,-104.9651,anonymous,EN,I agree to participate.,63fe455ba7773f34f0382ecc,62.065,148.768,300.021,8,,,talk,irritated,worried,uneasy,doubtful,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",,Compete against the Low Performer Group,50,Male,White or Caucasian,Bachelor’s degree,,5,63fe455ba7773f34f0382ecc,Low,5
2024-05-16 12:02:25,2024-05-16 12:11:24,IP Address,162.232.219.175,100,538,True,2024-05-16 12:11:25,R_2C4syTAriFRAitz,,,,,30.3586,-90.0561,anonymous,EN,I agree to participate.,663e5722b761e95caebf5710,4.615,281.128,300.181,11,Once in a blue moon,painless operation,small talk,playful,worried,fantasizing,affectionate,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",Compete against the Low Performer Group,,48,Female,White or Caucasian,High school diploma or GED,,7,663e5722b761e95caebf5710,High,7
2024-05-16 12:04:10,2024-05-16 12:11:49,IP Address,172.59.173.52,100,459,True,2024-05-16 12:11:50,R_5Mb8sPw6Fm4JTz5,,,,,37.3479,-121.8527,anonymous,EN,I agree to participate.,648a18701640913de29ef479,0.864,107.152,300.155,8,once in a blue moon,operation,office talk,irritated,worried,dispirited,affectionate,Speaking confidently,To understand and respect cultural differences,"""Thank you. Can I come back to you after I look online for some resources to help me fix it?""",Compete against the High Performer Group,,67,Male,Black or African American,Bachelor’s degree,,3,648a18701640913de29ef479,High,3
2024-05-16 12:01:02,2024-05-16 12:11:58,IP Address,174.135.34.48,100,655,True,2024-05-16 12:11:59,R_8iIvAnRsvTf26Lm,,,,,35.3965,-119.1268,anonymous,EN,I agree to participate.,636166e1694fe8d9ed77dd68,1.622,283.552,300.051,24,once in a blue moon,painless operation,small talk,playful,worried,uneasy,doubtful,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",Compete against the High Performer Group,,25,Male,Asian,Bachelor’s degree,,9,636166e1694fe8d9ed77dd68,High,9
2024-05-16 12:02:14,2024-05-16 12:12:25,IP Address,70.88.100.185,100,610,True,2024-05-16 12:12:25,R_72QgL4wZu1LqcZE,,,,,42.5784,-84.4551,anonymous,EN,I agree to participate.,645139701683d09535202a62,22.916,296.757,300.148,29,Economon,Operator,Small Talk,playful,worried,dispirited,doubtful,Speaking confidently,To understand and respect cultural differences,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",Compete against the High Performer Group,,53,Female,White or Caucasian,"Some college, but no degree",,5,645139701683d09535202a62,High,5
2024-05-16 12:02:48,2024-05-16 12:12:44,IP Address,72.90.253.188,100,595,True,2024-05-16 12:12:44,R_8qXlIPACH79A2Q5,,,,,40.793,-74.0247,anonymous,EN,I agree to participate.,608a0175caaa968e48ae4b6d,4.448,282.463,300.125,13,once in a blue moon,Operation,,playful,worried,fantasizing,playful,Maintaining eye contact with the audience,To understand and respect cultural differences,,,Compete against the Low Performer Group,49,Female,Black or African American,"Some college, but no degree",,5,608a0175caaa968e48ae4b6d,Low,5
2024-05-16 12:04:12,2024-05-16 12:12:47,IP Address,76.31.249.229,100,515,True,2024-05-16 12:12:48,R_1yd46HB61beVwVP,,,,,30.1424,-95.4717,anonymous,EN,I agree to participate.,65c10df5506dc57432300ee0,2.291,283.29,300.071,15,once in a blue moon,"Painless operation, missing letters were ",small talk,irritated,worried,dispirited,doubtful,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",Compete against the High Performer Group,,30,Female,Black or African American,"Some college, but no degree",,6,65c10df5506dc57432300ee0,High,6
2024-05-16 12:03:49,2024-05-16 12:12:54,IP Address,108.54.228.223,100,545,True,2024-05-16 12:12:55,R_75vxbSBuE6BLaxq,,,,,40.8312,-73.9067,anonymous,EN,I agree to participate.,654bd5ea8932a978a8a05ad9,12.414,299.334,300.01,24,Motion,,SPEAK,playful,worried,uneasy,affectionate,Speaking confidently,To understand and respect cultural differences,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",,Compete against the Low Performer Group,46,Male,Black or African American,Bachelor’s degree,Thank you.,4,654bd5ea8932a978a8a05ad9,Low,4
2024-05-16 12:07:10,2024-05-16 12:13:18,IP Address,47.152.66.35,100,367,True,2024-05-16 12:13:18,R_5ZolzNFFMKYibPb,,,,,34.0624,-117.1676,anonymous,EN,I agree to participate.,593444cd7f60d200011e5798,1.469,253.33,301.214,16,Once in a blue moon,painless operation,small talk,playful,worried,uneasy,doubtful,Maintaining eye contact with the audience,To understand and respect cultural differences,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",,Compete against the High Performer Group,50,Female,Asian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,9,593444cd7f60d200011e5798,Low,9
2024-05-16 12:06:47,2024-05-16 12:13:29,IP Address,50.216.129.154,100,402,True,2024-05-16 12:13:30,R_25HzKGqoPsTT7ih,,,,,42.3737,-71.1284,anonymous,EN,I agree to participate.,62c55056993f53f1e8cf8e30,2.203,224.559,300.039,14,once in a blue moon,,small talk,playful,worried,uneasy,doubtful,Speaking confidently,To understand and respect cultural differences,"""I appreciate your honesty but let's ignore what's bad and focus on what's good. What did you like about it?""",Compete against the High Performer Group,,70,Male,Asian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,7,62c55056993f53f1e8cf8e30,High,7
2024-05-16 12:06:21,2024-05-16 12:13:48,IP Address,73.204.127.68,100,446,True,2024-05-16 12:13:48,R_1oRuI2i46dm8Cg1,,,,,26.0419,-80.1582,anonymous,EN,I agree to participate.,65cba5290b9dca9291cd76ac,2.546,218.868,300.196,13,once in a blue moon,operation,small talk,playful,worried,dispirited,doubtful,Maintaining eye contact with the audience,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",,Compete against the Low Performer Group,45,Female,Asian,Bachelor’s degree,Great brain exercise :),8,65cba5290b9dca9291cd76ac,Low,8
2024-05-16 12:07:44,2024-05-16 12:13:48,IP Address,71.105.137.85,100,364,True,2024-05-16 12:13:49,R_7IW7tFoH23S8sin,,,,,40.694,-73.9901,anonymous,EN,I agree to participate.,60fd7cca95936026b622beee,2.331,294.745,300.074,17,once in a blue moon,underscored operation,small talk,playful,worried,dispirited,affectionate,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",Compete against the High Performer Group,,43,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,6,60fd7cca95936026b622beee,High,6
2024-05-16 12:04:29,2024-05-16 12:13:51,IP Address,174.109.106.154,100,561,True,2024-05-16 12:13:52,R_2LRUX2DZVngTTgG,,,,,36.0229,-78.9464,anonymous,EN,I agree to participate.,6627e1b9434a2e718ed099c2,0.901,178.361,300.036,13,once in a blue moon,over the top,small talk,irritated,worried,uneasy,affectionate,Maintaining eye contact with the audience,To understand and respect cultural differences,"""Thank you. Can I come back to you after I look online for some resources to help me fix it?""",,Compete against the Low Performer Group,29,Female,Black or African American,Bachelor’s degree,,6,6627e1b9434a2e718ed099c2,Low,6
2024-05-16 12:07:11,2024-05-16 12:13:54,IP Address,98.176.39.116,100,403,True,2024-05-16 12:13:55,R_30T6ymbyaIhDCkV,,,,,32.7453,-117.2449,anonymous,EN,I agree to participate.,64163b7fba78217f4b18b12f,12.687,298.717,300.132,15,once in a moon,open to,small talk,playful,worried,fantasizing,doubtful,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",Compete against the Low Performer Group,,31,Male,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,6,64163b7fba78217f4b18b12f,High,6
2024-05-16 12:05:42,2024-05-16 12:14:16,IP Address,174.245.114.96,100,514,True,2024-05-16 12:14:17,R_238zuPYkD9w0P6K,,,,,35.1341,-80.9221,anonymous,EN,I agree to participate.,65990b102faa4ff4b116d1d7,13.608,211.719,300.04,12,oncemoon,Don't know,talk,comforting,worried,fantasizing,affectionate,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",,Compete against the High Performer Group,42,Male,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,3,65990b102faa4ff4b116d1d7,Low,3
2024-05-16 12:05:36,2024-05-16 12:14:24,IP Address,73.225.220.178,100,528,True,2024-05-16 12:14:25,R_3S6egMimzxCjAzf,,,,,47.5079,-122.1773,anonymous,EN,I agree to participate.,663131c22e2e18f9313982c9,1.079,268.513,300.021,15,Once in a blue moon,,Small talk,playful,worried,fantasizing,affectionate,Speaking confidently,To understand and respect cultural differences,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",,Compete against the Low Performer Group,30,Female,Asian,Bachelor’s degree,,5,663131c22e2e18f9313982c9,Low,5
2024-05-16 12:03:24,2024-05-16 12:14:25,IP Address,97.189.207.245,100,661,True,2024-05-16 12:14:26,R_2nU6pEsjnv9vtUi,,,,,34.2278,-118.442,anonymous,EN,I agree to participate.,5fc035f6c039c1402117124b,4.545,205.15,300.054,17,mon oncer,operation,talk,irritated,worried,apologetic,doubtful,Maintaining eye contact with the audience,To understand and respect cultural differences,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",,Compete against the Low Performer Group,29,Male,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,4,5fc035f6c039c1402117124b,Low,4
2024-05-16 12:07:37,2024-05-16 12:14:37,IP Address,24.173.67.234,100,420,True,2024-05-16 12:14:38,R_1jVNobcbLejU5kO,,,,,32.0162,-102.1515,anonymous,EN,I agree to participate.,63bc83e58f58b8076e7fad9b,0.71,240.589,300.155,47,Once,Alberto,"Talk ",playful,sarcastic,dispirited,aghast,Using professional vocabulary,To avoid communication with people from different cultures,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",Compete against the High Performer Group,,40,Female,Other,Bachelor’s degree,,2,63bc83e58f58b8076e7fad9b,High,2
