"","ResponseId","PROLIFIC_PID","ranking_1","ranking_2","ranking_3","ranking_4","ranking_5","ranking_6","ranking_7","ranking_8","ranking_9","ranking_10","Condition","gender","age","ethnicity","education","name","Advice","duplicates","url.0.URL","url.1.URL","url.2.URL","url.3.URL","url.4.URL","url.5.URL","url.6.URL","url.7.URL","url.8.URL","url.9.URL","Target"
"240","R_PMbVe2CdT6AiRep","6400de8f305c51d03c2a9a0e","10","1","6","2","7","8","9","4","3","5","Likable","Male",37,"White or Caucasian","Bachelor’s degree","5_advice",5,FALSE,"F_XsKLe8K7s6v7XFL","F_cGwjIv1Me8Foy6R","F_djxWmICEq9IbIgF","F_Y084SesxxMFrK1j","F_UaS1pbP6buG9R5v","F_W8a4AC7Hcq5au7n","F_cu6ncOGl0003Vdf","F_Rldzxw5991JTtdL","F_aWOW8dtf77NGDUR","F_bDflVSCwQ5T32YV","F_UaS1pbP6buG9R5v"
"241","R_3CBEowccXIaPs4k","5bd9dc9abf1a7800011db1f1","6","1","3","5","7","10","4","2","9","8","Accurate","Female",67,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","5_advice",7,FALSE,"F_3KNKMtFOl6K5kTQ","F_3fpoQCqhnavxk0V","F_3PBrMZWg2ledS6E","F_3P7QMxuPXNg4nVd","F_3fjBNr5YrkSrSP3","F_3RxRlY3iivY4cYe","F_3OdjcZTwp85swwu","F_3MDrkCWqrn20QrE","F_3iR6nmcIs3N6lbZ","F_3ey3IwDsQAfRZnr","F_3fjBNr5YrkSrSP3"
"242","R_3L5e0TADLGRzwzm","608db0d33c7ffc2af3600478","6","5","9","10","4","8","3","2","1","7","Likable","Male",35,"Asian","Bachelor’s degree","10_advice",5,FALSE,"F_1l4RdX9meeYIQHv","F_1cSL5Dlk3so8Qbs","F_1l45HlWyABVMmUO","F_1rcuPXlQG7SB8fx","F_1mrqtqp6pXX5bRw","F_22PRBS7sAKesi1e","F_1dh5rEyzeewfHUq","F_1pMyxId534OOBIU","F_1gcqHGx99dsU613","F_216tuE7djcP5pdf","F_216tuE7djcP5pdf"
"243","R_3Pcwo9oGKcUC6x3","60b575de24d596147b9b1e40","9","10","1","7","4","6","3","5","8","2","Likable","Female",32,"White or Caucasian","Bachelor’s degree","4_advice",7,FALSE,"F_25EoTM2h4cFmj5U","F_24P3Bk4Nz9Nk3OZ","F_1mf0eh5BWIr0Sg5","F_1o0Y2nbMjXZ1Jls","F_1jWgE6Xc6XpSFIJ","F_1ikThkbbMIMMH0I","F_1hJZqTl8MA7HPUq","F_1k0T4yHXh6oltUO","F_21FycR1TezOTMM1","F_1okjeLNnnE0ptZi","F_1o0Y2nbMjXZ1Jls"
"244","R_3Gxpt303txzREKG","6316212c1109a3b1bac89fe6","8","5","7","6","1","2","3","4","10","9","Likable","Female",29,"Black or African American","Some college, but no degree","3_advice",7,FALSE,"F_3qwohznQZAj3hNZ","F_3psWDYGyjG2QLgE","F_3kNgtYslBd4bD8U","F_3ksP8jpBDlWChAi","F_3qJsykkAPnjfcV4","F_3koEac1UPBj367k","F_3scAHdnVWjYAWT7","F_3mledP9WHL1nk2Y","F_3lWvSdQYyrXM0Rq","F_5q1WcRlH1P2gLIt","F_3kNgtYslBd4bD8U"
"245","R_2z6bNrPJwPwFBhN","558ffe16fdf99b3f7aada34d","8","7","9","10","2","3","6","1","5","4","Likable","Female",36,"White or Caucasian","Associates or technical degree","2_advice",6,FALSE,"F_12r0RshbNJLfE1Z","F_12s9TGUgS0qHAq7","F_12awRKxduNjMyEk","F_1Fb3bFSft2sboNG","F_10oejnEV2ERi5HX","F_1CD74E5ONr28NNw","F_1K1t4tjbmrfAK47","F_1IMfBA6RxONJjkS","F_10YiUUKrh7JgI30","F_1CecDFT0KKP76GX","F_12s9TGUgS0qHAq7"
"246","R_2VyIg1AY8AuwDJQ","5f4ef4fdebe77d15302feba6","10","2","9","6","4","7","8","1","3","5","Accurate","Male",40,"White or Caucasian","Bachelor’s degree","6_advice",7,FALSE,"F_1rcuPXlQG7SB8fx","F_1cSL5Dlk3so8Qbs","F_216tuE7djcP5pdf","F_1dh5rEyzeewfHUq","F_1gcqHGx99dsU613","F_22PRBS7sAKesi1e","F_1l45HlWyABVMmUO","F_1pMyxId534OOBIU","F_1l4RdX9meeYIQHv","F_1mrqtqp6pXX5bRw","F_22PRBS7sAKesi1e"
"247","R_SNVO0mN45gf92eJ","63bcbf7e0ac7e876387ef720","10","2","3","9","8","7","1","4","5","6","Accurate","Male",69,"White or Caucasian","Some college, but no degree","6_advice",7,FALSE,"F_2WP5vO5hQ8fqX32","F_2qDb7rlgGSBrGaB","F_2b1WvETvZdlBk9L","F_2pVo0aEud3wtOS8","F_2X0AtHS0T9w4W6p","F_2fkbeyEnBnr5OvX","F_2aWUU2D0gW9Dtt0","F_2bObhWVEeUX95rB","F_2cqQJAkDBvFa7xu","F_2qat8eEGitOzdNk","F_2fkbeyEnBnr5OvX"
"248","R_3DbZcQlp8aqrA5n","5e7e0e92b7838b4aca1b6fca","5","4","1","6","2","8","7","3","10","9","Accurate","Male",53,"White or Caucasian","Some college, but no degree","7_advice",7,FALSE,"F_12rLDBLowOuKG2d","F_1EYjR4qjVDKj7mz","F_1LcKk6QK4gIlwpS","F_1FnbFkmOxfv1Znv","F_1QsVprSgmipnTXa","F_1QLxIxugpe3ReV0","F_1IygysIWEzMiCyp","F_1N4il3f9nlInp2a","F_12JV7zcZsUeAkNI","F_1KlmPWco7yo9h1L","F_1IygysIWEzMiCyp"
"249","R_2CHCT3bR5WXZiAp","628249f0c32418e0ba1572fe","3","10","2","1","8","7","9","5","6","4","Accurate","Female",42,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","6_advice",7,FALSE,"F_3FLJxK0EXQwispy","F_3ESy6vi6DegIdJX","F_3G0xHm2ntQIYLtA","F_2zAMGyWpLKzIKIZ","F_3D2qhuNcusWIpF0","F_3HudzLjXZAzWqJw","F_3CNjf3SLA9bSheU","F_3JlAQMDyJYDbkEt","F_2y0ZAHSnXimOSw1","F_3FLPTD3bNguBklU","F_3HudzLjXZAzWqJw"
"250","R_1mQxjMWzDUeapt6","5e415a5f9dd805382f0b6af9","7","6","3","4","10","5","2","1","9","8","Accurate","Male",50,"Asian","Bachelor’s degree","1_advice",7,FALSE,"F_UaS1pbP6buG9R5v","F_W8a4AC7Hcq5au7n","F_Y084SesxxMFrK1j","F_aWOW8dtf77NGDUR","F_djxWmICEq9IbIgF","F_cu6ncOGl0003Vdf","F_bDflVSCwQ5T32YV","F_cGwjIv1Me8Foy6R","F_Rldzxw5991JTtdL","F_XsKLe8K7s6v7XFL","F_UaS1pbP6buG9R5v"
"251","R_USaBJ840epfoM93","606e3ddf19540080228e3a0c","4","10","3","6","7","5","1","8","2","9","Likable","Female",31,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","5_advice",3,FALSE,"F_3G0xHm2ntQIYLtA","F_3D2qhuNcusWIpF0","F_3HudzLjXZAzWqJw","F_3CNjf3SLA9bSheU","F_2y0ZAHSnXimOSw1","F_2zAMGyWpLKzIKIZ","F_3JlAQMDyJYDbkEt","F_3ESy6vi6DegIdJX","F_3FLPTD3bNguBklU","F_3FLJxK0EXQwispy","F_2y0ZAHSnXimOSw1"
"252","R_9z6ySz8AVoDsCNX","5a01ddf3728b1b0001ad8ad0","8","10","7","9","1","5","4","6","2","3","Accurate","Female",29,"White or Caucasian,Black or African American","Bachelor’s degree","3_advice",6,FALSE,"F_2dG79BQ86EYC6xy","F_2bNMbNUHwOsjSfQ","F_2tm9Iv45wzDeg7l","F_2fy2vQzo7RiLI29","F_2wh2IDjsftRJb8j","F_2flbSZ3386sePEL","F_2xY7c4yHNgf5XQr","F_2ePD2jGJu5LQOIU","F_2bIBgJo4SNw0OGt","F_2eOQV6PXKbOAo65","F_2tm9Iv45wzDeg7l"
"253","R_3O8rkyuyoMac8vA","62e0326dbbda328df3ceade2","10","3","2","1","9","8","4","7","5","6","Accurate","Female",45,"White or Caucasian","Some college, but no degree","8_advice",5,FALSE,"F_3fjBNr5YrkSrSP3","F_3P7QMxuPXNg4nVd","F_3MDrkCWqrn20QrE","F_3fpoQCqhnavxk0V","F_3RxRlY3iivY4cYe","F_3KNKMtFOl6K5kTQ","F_3iR6nmcIs3N6lbZ","F_3ey3IwDsQAfRZnr","F_3PBrMZWg2ledS6E","F_3OdjcZTwp85swwu","F_3ey3IwDsQAfRZnr"
"254","R_1Du2tXzLUWB3MAm","5c3eb901ef1d0d0001b2ab29","6","7","5","3","1","2","4","9","10","8","Accurate","Male",39,"Asian","Bachelor’s degree","2_advice",8,FALSE,"F_1KlmPWco7yo9h1L","F_1FnbFkmOxfv1Znv","F_1EYjR4qjVDKj7mz","F_1N4il3f9nlInp2a","F_1QsVprSgmipnTXa","F_1LcKk6QK4gIlwpS","F_12rLDBLowOuKG2d","F_12JV7zcZsUeAkNI","F_1QLxIxugpe3ReV0","F_1IygysIWEzMiCyp","F_1FnbFkmOxfv1Znv"
"255","R_uxIBT0qPcSlnlo5","6111a8e5c22c39a1c92edb70","6","7","2","5","10","4","3","9","1","8","Accurate","Male",41,"White or Caucasian","Some college, but no degree","2_advice",7,FALSE,"F_2A0XS21S1xFDhcf","F_2OSH6c5r5dEQ8bH","F_2UWLFxoMrEDwbGY","F_2D79Z7IMYok2EJL","F_2P8dAbbylEFAIIv","F_2S2X1YwaNf2jg5Y","F_2EbqxUIxsoZh86t","F_2TIfZib7lh6SlEK","F_2U4yLeE4ig5Tlm4","F_2SJHPgJExaZV9dD","F_2OSH6c5r5dEQ8bH"
"256","R_2fr4RXMID3tZkAp","5fc502cb4583150009dc8a66","4","6","10","2","7","1","5","9","8","3","Likable","Female",43,"White or Caucasian","High school diploma or GED","5_advice",7,FALSE,"F_1IMfBA6RxONJjkS","F_10oejnEV2ERi5HX","F_1Fb3bFSft2sboNG","F_1CecDFT0KKP76GX","F_10YiUUKrh7JgI30","F_12r0RshbNJLfE1Z","F_1CD74E5ONr28NNw","F_12awRKxduNjMyEk","F_1K1t4tjbmrfAK47","F_12s9TGUgS0qHAq7","F_10YiUUKrh7JgI30"
"257","R_1PcJPCi125RRG4A","62f975cbc3507ecf77180d00","4","1","3","9","10","5","8","2","6","7","Accurate","Male",19,"White or Caucasian","High school diploma or GED","10_advice",6,FALSE,"F_3EiETVaiV7uiVLw","F_3GpQNZQJOly5LsW","F_3ESxU6eaq94BEod","F_3Gdr9o0jIvHrGWs","F_3GdFAV4fIewANfW","F_3Rg2AjlBD9J7Epr","F_3J2WiCj4IjCRx9J","F_3PuXIED1rTFJX9h","F_3QK7h1gq6NJYf86","F_3R8Dr7UXmFs86vA","F_3R8Dr7UXmFs86vA"
"258","R_3n8CBvpPY6GsgyP","62e31131dd8b248409c9fcb3","6","9","5","10","1","7","2","8","3","4","Likable","Female",27,"White or Caucasian,Asian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","6_advice",7,FALSE,"F_3psWDYGyjG2QLgE","F_5q1WcRlH1P2gLIt","F_3ksP8jpBDlWChAi","F_3lWvSdQYyrXM0Rq","F_3mledP9WHL1nk2Y","F_3kNgtYslBd4bD8U","F_3qJsykkAPnjfcV4","F_3qwohznQZAj3hNZ","F_3scAHdnVWjYAWT7","F_3koEac1UPBj367k","F_3kNgtYslBd4bD8U"
"259","R_2xWsU7vJBqi3B7e","57ac740478a38d00017cce22","2","1","10","7","4","5","8","6","9","3","Likable","Female",62,"White or Caucasian","High school diploma or GED","4_advice",5,FALSE,"F_3FLPTD3bNguBklU","F_2zAMGyWpLKzIKIZ","F_3ESy6vi6DegIdJX","F_3FLJxK0EXQwispy","F_3JlAQMDyJYDbkEt","F_3HudzLjXZAzWqJw","F_2y0ZAHSnXimOSw1","F_3D2qhuNcusWIpF0","F_3CNjf3SLA9bSheU","F_3G0xHm2ntQIYLtA","F_3FLJxK0EXQwispy"
"260","R_3iPdaU5IPLZUbyh","63213cae8cfeef4aa57d329f","4","6","5","10","3","1","9","2","8","7","Likable","Male",50,"White or Caucasian","Some college, but no degree","10_advice",6,FALSE,"F_aWOW8dtf77NGDUR","F_cu6ncOGl0003Vdf","F_W8a4AC7Hcq5au7n","F_XsKLe8K7s6v7XFL","F_cGwjIv1Me8Foy6R","F_Rldzxw5991JTtdL","F_UaS1pbP6buG9R5v","F_Y084SesxxMFrK1j","F_djxWmICEq9IbIgF","F_bDflVSCwQ5T32YV","F_bDflVSCwQ5T32YV"
"261","R_2V8Fjpz9v1KTEqR","62dc2f45630616c5920dcb75","4","6","5","7","10","8","3","9","2","1","Likable","Male",32,"White or Caucasian","Bachelor’s degree","4_advice",7,FALSE,"F_vTawvGNAM9DTbYR","F_zev0nx0Xbza9t7z","F_spsKbfkPlT3eM8N","F_eeTctm8tZFFu6FX","F_rdKZweMde9RAQzD","F_eOPbcWdbr6f9o89","F_pGhLnbwBeXlrfBT","F_vAAySSnAcir9QPL","F_xh0FG9fPtcEcNyx","F_rrquzuXUWb2McPT","F_eeTctm8tZFFu6FX"
"262","R_1qfYS2glPX7R4GO","63e688adbc8788de6d596c93","2","1","8","7","9","3","6","10","5","4","Accurate","Female",44,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","4_advice",7,FALSE,"F_e567UmbzU0pvlcJ","F_p6GtSWtu4Pa3JDP","F_afNSDvm1suyI1kB","F_ZwPsLkLV22QcdYB","F_saRNtG3Voy3wMud","F_YXHHH4EA6MT8eiZ","F_UT1tt9RkNiudDXz","F_UchVyXbuc06IpgZ","F_bdz8kxPKvIwQFtT","F_Zz6Ve5cC7HcBidr","F_ZwPsLkLV22QcdYB"
"263","R_2OIN9q9afZpMflN","6325b8a7fcafb1208f542e93","9","4","3","8","10","1","2","5","7","6","Accurate","Male",35,"White or Caucasian","Associates or technical degree","9_advice",6,FALSE,"F_2SJHPgJExaZV9dD","F_2S2X1YwaNf2jg5Y","F_2D79Z7IMYok2EJL","F_2OSH6c5r5dEQ8bH","F_2P8dAbbylEFAIIv","F_2UWLFxoMrEDwbGY","F_2EbqxUIxsoZh86t","F_2U4yLeE4ig5Tlm4","F_2A0XS21S1xFDhcf","F_2TIfZib7lh6SlEK","F_2A0XS21S1xFDhcf"
"264","R_33qmn2zXua3Bz6t","644d5fb220ffdb914ba77191","2","5","8","3","10","7","1","9","4","6","Accurate","Female",55,"White or Caucasian","Bachelor’s degree","6_advice",5,FALSE,"F_Zz6Ve5cC7HcBidr","F_afNSDvm1suyI1kB","F_bdz8kxPKvIwQFtT","F_p6GtSWtu4Pa3JDP","F_saRNtG3Voy3wMud","F_ZwPsLkLV22QcdYB","F_e567UmbzU0pvlcJ","F_UchVyXbuc06IpgZ","F_YXHHH4EA6MT8eiZ","F_UT1tt9RkNiudDXz","F_ZwPsLkLV22QcdYB"
"265","R_3MR8CnpcDAAsCLO","5eeeb45360a44437a971aebc","3","9","4","8","7","6","1","10","2","5","Likable","Male",22,"White or Caucasian","Some college, but no degree","5_advice",5,FALSE,"F_rdKZweMde9RAQzD","F_zev0nx0Xbza9t7z","F_pGhLnbwBeXlrfBT","F_vAAySSnAcir9QPL","F_rrquzuXUWb2McPT","F_eOPbcWdbr6f9o89","F_eeTctm8tZFFu6FX","F_spsKbfkPlT3eM8N","F_xh0FG9fPtcEcNyx","F_vTawvGNAM9DTbYR","F_rrquzuXUWb2McPT"
"266","R_1LjyomMkDeQOYpm","5e9389d87d6dc1078fe0ebee","5","1","6","2","7","4","9","8","10","3","Accurate","Female",24,"Black or African American","Some college, but no degree","5_advice",6,FALSE,"F_YXHHH4EA6MT8eiZ","F_e567UmbzU0pvlcJ","F_ZwPsLkLV22QcdYB","F_p6GtSWtu4Pa3JDP","F_bdz8kxPKvIwQFtT","F_saRNtG3Voy3wMud","F_Zz6Ve5cC7HcBidr","F_afNSDvm1suyI1kB","F_UchVyXbuc06IpgZ","F_UT1tt9RkNiudDXz","F_bdz8kxPKvIwQFtT"
"267","R_12nDzrBJifVHplz","6334b0fc574064de4e68f578","9","1","10","2","8","3","4","7","6","5","Accurate","Female",62,"White or Caucasian","Some college, but no degree","8_advice",5,FALSE,"F_C2DFx7l8HSIdpMB","F_DOwPkAjsVUA7pQZ","F_SE3qYKxgbtOGDVD","F_DB2MdxBaNy36Zvb","F_Qb9ajJaV29FlfHj","F_SN1CWjSfGlcIMsV","F_6n8yU5rvBdx8mWJ","F_6mRsw6XyeMbrRuh","F_DcawXnxN2Pu1s6B","F_9slh31DfkNT7Oh3","F_6mRsw6XyeMbrRuh"
"268","R_qLARELgsqsAhUJ3","5ac5300f9534ba0001c7446b","10","1","3","4","8","2","9","5","6","7","Likable","Male",40,"White or Caucasian","Bachelor’s degree","10_advice",7,FALSE,"F_1rcuPXlQG7SB8fx","F_1gcqHGx99dsU613","F_1cSL5Dlk3so8Qbs","F_1l4RdX9meeYIQHv","F_1l45HlWyABVMmUO","F_1pMyxId534OOBIU","F_22PRBS7sAKesi1e","F_1mrqtqp6pXX5bRw","F_1dh5rEyzeewfHUq","F_216tuE7djcP5pdf","F_216tuE7djcP5pdf"
"269","R_1puv56v6KAI7CBW","603202f68083d81c26b50318","5","9","7","8","2","6","10","4","1","3","Likable","Female",60,"White or Caucasian","High school diploma or GED","3_advice",4,FALSE,"F_1o0Y2nbMjXZ1Jls","F_1ikThkbbMIMMH0I","F_1k0T4yHXh6oltUO","F_25EoTM2h4cFmj5U","F_1jWgE6Xc6XpSFIJ","F_24P3Bk4Nz9Nk3OZ","F_21FycR1TezOTMM1","F_1hJZqTl8MA7HPUq","F_1mf0eh5BWIr0Sg5","F_1okjeLNnnE0ptZi","F_1k0T4yHXh6oltUO"
"270","R_Dr9IP5OZUn4envP","641464c47fb7ec8bdcc3f934","10","8","9","7","1","2","3","6","4","5","Likable","Male",35,"White or Caucasian","Bachelor’s degree","4_advice",5,FALSE,"F_2WP5vO5hQ8fqX32","F_2cqQJAkDBvFa7xu","F_2X0AtHS0T9w4W6p","F_2qat8eEGitOzdNk","F_2qDb7rlgGSBrGaB","F_2b1WvETvZdlBk9L","F_2fkbeyEnBnr5OvX","F_2pVo0aEud3wtOS8","F_2aWUU2D0gW9Dtt0","F_2bObhWVEeUX95rB","F_2qat8eEGitOzdNk"
"271","R_2chgGRDKg8rL6nI","546ec14dfdf99b2bc7ebd032","6","7","10","4","5","3","8","2","9","1","Accurate","Male",59,"Asian","Associates or technical degree","2_advice",7,FALSE,"F_2sbByozzEoFAlYg","F_31vFp1Dx1utyFVT","F_2rqZtB48z8BNpCM","F_32UQWIzcYNUchmQ","F_2zUPd9YuIKJ6mHG","F_30db916mTyjk39D","F_31LNY1ZNgOPHAhT","F_2ty4iYYcHhxBDCO","F_2zNmLuwPqX4SYJF","F_2zRRqU6SHcUFaBd","F_31vFp1Dx1utyFVT"
"272","R_pPBPflf8FeONUiJ","5aa9153235237b00011322e9","8","7","1","4","3","6","10","5","2","9","Accurate","Male",34,"Black or African American","High school diploma or GED","2_advice",7,FALSE,"F_22PRBS7sAKesi1e","F_1rcuPXlQG7SB8fx","F_1l4RdX9meeYIQHv","F_1cSL5Dlk3so8Qbs","F_1gcqHGx99dsU613","F_1mrqtqp6pXX5bRw","F_1l45HlWyABVMmUO","F_216tuE7djcP5pdf","F_1pMyxId534OOBIU","F_1dh5rEyzeewfHUq","F_1rcuPXlQG7SB8fx"
"273","R_sbzTrepiyma0O9H","5de5538f8fde1c4dbc951498","1","4","3","10","7","9","8","6","2","5","Accurate","Female",62,"White or Caucasian","High school diploma or GED","5_advice",7,FALSE,"F_3qJsykkAPnjfcV4","F_5q1WcRlH1P2gLIt","F_3scAHdnVWjYAWT7","F_3qwohznQZAj3hNZ","F_3lWvSdQYyrXM0Rq","F_3kNgtYslBd4bD8U","F_3koEac1UPBj367k","F_3ksP8jpBDlWChAi","F_3psWDYGyjG2QLgE","F_3mledP9WHL1nk2Y","F_3lWvSdQYyrXM0Rq"
"274","R_3ND0UtohqTmjwmF","595fdaa1d82b180001c6e460","3","10","7","6","1","8","4","9","5","2","Likable","Male",54,"White or Caucasian","Bachelor’s degree","3_advice",3,FALSE,"F_spsKbfkPlT3eM8N","F_eeTctm8tZFFu6FX","F_rdKZweMde9RAQzD","F_vAAySSnAcir9QPL","F_xh0FG9fPtcEcNyx","F_zev0nx0Xbza9t7z","F_pGhLnbwBeXlrfBT","F_eOPbcWdbr6f9o89","F_vTawvGNAM9DTbYR","F_rrquzuXUWb2McPT","F_rdKZweMde9RAQzD"
"275","R_210KVhlCYbLvrHk","6440135d57af5eadc29f4d51","9","5","10","8","3","1","7","2","4","6","Accurate","Male",19,"White or Caucasian","Some college, but no degree","7_advice",7,FALSE,"F_eeTctm8tZFFu6FX","F_rdKZweMde9RAQzD","F_zev0nx0Xbza9t7z","F_vTawvGNAM9DTbYR","F_rrquzuXUWb2McPT","F_xh0FG9fPtcEcNyx","F_spsKbfkPlT3eM8N","F_vAAySSnAcir9QPL","F_pGhLnbwBeXlrfBT","F_eOPbcWdbr6f9o89","F_spsKbfkPlT3eM8N"
"276","R_3fUaOwyI1iudEPf","6403cfa0751ae1376b96261a","8","1","6","9","7","4","5","10","2","3","Accurate","Male",53,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","5_advice",6,FALSE,"F_eeTctm8tZFFu6FX","F_rrquzuXUWb2McPT","F_vTawvGNAM9DTbYR","F_eOPbcWdbr6f9o89","F_spsKbfkPlT3eM8N","F_pGhLnbwBeXlrfBT","F_vAAySSnAcir9QPL","F_zev0nx0Xbza9t7z","F_xh0FG9fPtcEcNyx","F_rdKZweMde9RAQzD","F_spsKbfkPlT3eM8N"
"277","R_3maa659HkXVs478","63e52f8ab3688f45f842114c","6","3","9","2","4","7","5","10","1","8","Accurate","Male",33,"Other","Associates or technical degree","6_advice",6,FALSE,"F_216tuE7djcP5pdf","F_1cSL5Dlk3so8Qbs","F_1rcuPXlQG7SB8fx","F_1pMyxId534OOBIU","F_1mrqtqp6pXX5bRw","F_1dh5rEyzeewfHUq","F_1l4RdX9meeYIQHv","F_1l45HlWyABVMmUO","F_1gcqHGx99dsU613","F_22PRBS7sAKesi1e","F_1dh5rEyzeewfHUq"
"278","R_1EbcoMEC3MBNbNO","6368241117f4ca6d6fcbc7f3","9","10","4","5","7","3","8","2","6","1","Likable","Female",58,"White or Caucasian","Bachelor’s degree","5_advice",4,FALSE,"F_2dG79BQ86EYC6xy","F_2fy2vQzo7RiLI29","F_2ePD2jGJu5LQOIU","F_2eOQV6PXKbOAo65","F_2flbSZ3386sePEL","F_2tm9Iv45wzDeg7l","F_2bNMbNUHwOsjSfQ","F_2wh2IDjsftRJb8j","F_2bIBgJo4SNw0OGt","F_2xY7c4yHNgf5XQr","F_2flbSZ3386sePEL"
"279","R_3JlAsJyGq148SJp","55d0945934e9060005e57258","7","10","8","1","9","5","4","6","3","2","Likable","Female",46,"White or Caucasian","Bachelor’s degree","1_advice",1,FALSE,"F_6mRsw6XyeMbrRuh","F_SE3qYKxgbtOGDVD","F_DB2MdxBaNy36Zvb","F_6n8yU5rvBdx8mWJ","F_C2DFx7l8HSIdpMB","F_SN1CWjSfGlcIMsV","F_9slh31DfkNT7Oh3","F_Qb9ajJaV29FlfHj","F_DOwPkAjsVUA7pQZ","F_DcawXnxN2Pu1s6B","F_6mRsw6XyeMbrRuh"
"280","R_eVs7NmmlrvTmFA5","5d2a3561d3edf900018016a1","1","5","6","7","4","3","8","10","9","2","Likable","Male",36,"White or Caucasian","Bachelor’s degree","4_advice",6,FALSE,"F_2UWLFxoMrEDwbGY","F_2S2X1YwaNf2jg5Y","F_2TIfZib7lh6SlEK","F_2SJHPgJExaZV9dD","F_2U4yLeE4ig5Tlm4","F_2D79Z7IMYok2EJL","F_2A0XS21S1xFDhcf","F_2P8dAbbylEFAIIv","F_2OSH6c5r5dEQ8bH","F_2EbqxUIxsoZh86t","F_2SJHPgJExaZV9dD"
"281","R_2Y3XGdpv3MLTbsm","6413665e5dec6a98797ef5ab","5","3","2","8","1","9","4","6","10","7","Likable","Male",18,"White or Caucasian","High school diploma or GED","10_advice",1,FALSE,"F_1IygysIWEzMiCyp","F_1QsVprSgmipnTXa","F_12rLDBLowOuKG2d","F_12JV7zcZsUeAkNI","F_1EYjR4qjVDKj7mz","F_1KlmPWco7yo9h1L","F_1LcKk6QK4gIlwpS","F_1N4il3f9nlInp2a","F_1QLxIxugpe3ReV0","F_1FnbFkmOxfv1Znv","F_1FnbFkmOxfv1Znv"
"282","R_3KBiGVUZQ5Y64T2","63d1679775944f49f3af5290","6","10","9","4","3","2","1","8","7","5","Likable","Male",47,"Black or African American","High school diploma or GED","9_advice",5,FALSE,"F_vAAySSnAcir9QPL","F_zev0nx0Xbza9t7z","F_spsKbfkPlT3eM8N","F_xh0FG9fPtcEcNyx","F_pGhLnbwBeXlrfBT","F_rdKZweMde9RAQzD","F_vTawvGNAM9DTbYR","F_eeTctm8tZFFu6FX","F_eOPbcWdbr6f9o89","F_rrquzuXUWb2McPT","F_eOPbcWdbr6f9o89"
"283","R_AGSeEhfD2NhQvId","636259854da454099f895513","5","6","2","10","1","8","3","7","4","9","Accurate","Male",47,"Black or African American","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","8_advice",5,FALSE,"F_RdYd39PfJo9Hdq9","F_BET7hov8aDkiZOx","F_AjkW0hNtl913rz3","F_BFLcss9x2Tvi9IR","F_8j4noxw04iQGn61","F_9Ks7ILke9fUQs7v","F_AATGqTnExreKRi1","F_BDFXHQ0dXTUXbq1","F_AczV8tMxnVgiQh3","F_9BQ4IXgnLqB3oRj","F_BDFXHQ0dXTUXbq1"
"284","R_2dhXGrFASbJGPto","5c049e9bad9a9700011b877b","8","3","2","9","10","1","7","4","6","5","Accurate","Female",27,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","7_advice",6,FALSE,"F_2fy2vQzo7RiLI29","F_2eOQV6PXKbOAo65","F_2bIBgJo4SNw0OGt","F_2dG79BQ86EYC6xy","F_2bNMbNUHwOsjSfQ","F_2wh2IDjsftRJb8j","F_2tm9Iv45wzDeg7l","F_2flbSZ3386sePEL","F_2ePD2jGJu5LQOIU","F_2xY7c4yHNgf5XQr","F_2tm9Iv45wzDeg7l"
"285","R_3FUQzbbIVASKcW9","58ac91c38bf22a00015b91b3","4","6","10","2","7","3","8","1","9","5","Likable","Male",55,"White or Caucasian","Bachelor’s degree","5_advice",6,FALSE,"F_3Rmdi1Wk3hFqlXN","F_3n9mtYUejGwTCKm","F_3nd3SeNdJ4L8Bt8","F_3iL4KwJpeNyIPJ6","F_3luxiABX8flWKck","F_3fSOlW9p8N8ewto","F_3q8ndAoNJ0R4Wbo","F_3lxitubjKJvf8Yz","F_3rNwdLykFI43rWW","F_3kiaDZn4cpU5p72","F_3luxiABX8flWKck"
"286","R_1QnrJPHDw0Kixrv","6143af8721d1445864c4f6c8","8","2","9","4","3","7","10","6","1","5","Likable","Male",50,"White or Caucasian,American Indian/Native American or Alaska Native","High school diploma or GED","6_advice",5,FALSE,"F_BDFXHQ0dXTUXbq1","F_AATGqTnExreKRi1","F_BET7hov8aDkiZOx","F_AczV8tMxnVgiQh3","F_9BQ4IXgnLqB3oRj","F_9Ks7ILke9fUQs7v","F_BFLcss9x2Tvi9IR","F_AjkW0hNtl913rz3","F_8j4noxw04iQGn61","F_RdYd39PfJo9Hdq9","F_9Ks7ILke9fUQs7v"
